"region","name","alpha_D","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18","beta19","beta2","beta20","beta21","beta22","beta23","beta24","beta25","beta26","beta27","beta28","beta29","beta3","beta30","beta31","beta32","beta33","beta34","beta35","beta36","beta37","beta38","beta39","beta4","beta40","beta41","beta42","beta5","beta6","beta7","beta8","beta9","mu_D_1","mu_D_2","mu_D_3","p_G_D","start_date"
"kabwe","beta27",2.3967223571826e-05,3.43242819776341e-06,-9.59239882689655e-05,1.92130455241475e-05,1.59930539032998e-05,1.49735211668896e-06,2.06590398982583e-05,2.88753401718041e-05,-8.34941259055432e-06,1.8349677105831e-05,-2.65638545733692e-05,-3.01856762425438e-05,1.26614178375819e-05,-2.09409612566028e-05,-2.17866519103396e-05,2.82756246713005e-05,-4.81089745017264e-06,-5.15169366027418e-06,1.04726604914795e-05,-7.03586429533286e-05,0.000197790138216728,-3.88547403808087e-05,-0.000166915762012526,1.18404345127927e-05,6.36607312271394e-06,-1.85765817262047e-06,-1.79314316624229e-05,2.11209173933897e-05,-7.5062276031859e-06,1.00507979349067e-05,-1.08245957632294e-05,1.22174670973956e-05,3.18613111552434e-06,3.60743732318388e-05,3.23202345027197e-06,-0.000157197356930114,-2.55144934697517e-06,4.40908349526552e-07,-2.0513742592494e-05,3.99420932478953e-05,-1.02282941405439e-06,-3.81274191654327e-05,-1.18738716741936e-05,-0.000169299542354111,-0.000155431323932828,-0.000440444769297862,6.46664445091368e-05,0.000923280703918553
"kabwe","beta28",-3.01489507709292e-06,-1.2610967363126e-05,-3.16992186516887e-05,4.28676961421e-06,-6.42538126237103e-06,1.28068457547623e-05,-2.40481545154032e-05,8.11015426871887e-06,7.96729280813023e-06,-3.20590554361839e-05,8.66330958315882e-06,5.23379834505189e-05,2.32487436941791e-06,-1.46680256176017e-05,-4.54549207555424e-06,1.30013127064598e-05,-2.60742055009296e-06,7.6891469022521e-08,-5.99867982970872e-06,1.23820911077264e-05,-3.88547403808087e-05,0.000101066322294592,-7.51825510357219e-05,-1.43513207278755e-05,1.25828439760707e-05,-2.92724073146171e-05,-6.81716000328979e-06,-1.04805479020142e-05,1.404799349614e-05,9.69910632582889e-07,4.84145015851213e-06,-4.19703204775527e-06,1.06032425540851e-05,-2.67740861241622e-05,-2.88994770297881e-05,6.93590319446044e-05,1.07984037114205e-05,2.45431923472652e-06,2.21151867662026e-05,-2.23697333132584e-05,6.80163581144811e-06,3.8834420435726e-05,5.82154077300629e-06,0.000257762949347612,-0.00013277505088926,0.000186739885867193,-3.12669572294922e-05,-0.0136562564365498
"kabwe","beta29",-2.32199173332811e-05,1.95600369499531e-05,0.000254721714212258,-9.84536105342072e-06,-3.17032372167283e-05,-5.47340917007626e-05,1.32892274679928e-05,-5.89594035494664e-05,-5.84545484536548e-06,7.5897229642554e-05,6.67688042334361e-05,-0.000118207761278726,-9.18909859663613e-05,3.24553005292877e-05,3.75465887323197e-05,-5.9552494209497e-05,2.97450775044328e-05,5.98317290887151e-06,2.83243245611215e-05,-5.20370736484832e-05,-0.000166915762012526,-7.51825510357219e-05,0.00068904090105393,4.03400966196362e-05,-0.00010418033288097,-0.000118445346219786,8.43039252394861e-05,5.22394777797268e-06,-2.92833774283571e-05,-3.38328892899422e-06,1.36401473021533e-05,-1.95401156311619e-05,-1.90529481669905e-05,1.3695370227524e-05,-3.9780974425748e-05,7.48232629450497e-05,-1.28577738862099e-05,2.02660582148118e-05,4.429675559767e-05,-1.55353270558382e-05,4.12461620489766e-05,-7.03072249725639e-05,2.32006604535766e-05,-0.000870190540583919,0.000268722678553173,0.000357226306298338,1.88057286406401e-05,0.0260189015418933
"kabwe","beta3",4.33226267518631e-07,-4.79869639717139e-06,-1.06386994270429e-05,-2.94282284462205e-06,7.26494715503722e-06,2.48264343521906e-06,-2.99564613461306e-05,6.17600860631948e-06,-9.3398800170141e-06,-2.81245351225559e-06,-1.68398576322477e-05,5.31603148922869e-05,-5.85823165260206e-05,3.47821868637595e-06,1.04081019789322e-05,-9.3550815421081e-06,3.67501536555037e-06,-4.00139509558804e-06,4.01020833966835e-06,-4.66518560777772e-06,1.18404345127927e-05,-1.43513207278755e-05,4.03400966196362e-05,0.000200538893065298,-1.80571540444591e-05,7.17618365770112e-06,-5.86370922713892e-06,-3.64927485205409e-06,1.72693319119592e-06,1.32849381805388e-05,2.14505119657267e-06,4.93853987453539e-06,-6.42659553737902e-07,2.41519690840394e-05,-6.61427724274862e-05,4.46017595209143e-06,9.42841192521416e-06,6.28885882636375e-06,-1.14695604844426e-05,-3.1897688288669e-05,8.28929296498439e-06,8.23749445265343e-06,-1.92096918858008e-05,8.19067846288321e-06,-0.000542287329670928,-7.34541774044436e-05,-6.95623374194047e-06,0.0140866747679362
"kabwe","beta30",1.82650236182135e-05,-2.69278564913937e-06,1.98903248313493e-05,-1.7586227557282e-05,1.29737510925553e-05,-1.79955301027431e-05,1.0505533042414e-05,4.68473720101918e-06,1.39411316587073e-06,-1.76992193117778e-05,-2.15430266014048e-05,6.78290989199921e-05,1.36615023072158e-05,-1.46113112624056e-05,-6.37085700075857e-06,1.01799584315454e-05,-5.22918256920257e-06,-3.53208965242442e-06,2.37522750425867e-05,-1.53800493120467e-05,6.36607312271394e-06,1.25828439760707e-05,-0.00010418033288097,-1.80571540444591e-05,0.000167888646688593,-0.000117439044236153,-6.26976570913577e-06,1.08963366103732e-05,1.58314035558723e-05,-1.23217517176963e-05,1.79412208122196e-05,1.85361151468231e-05,3.87282531246011e-06,7.45742797551847e-07,0.000104692712046514,1.73585201068318e-05,-2.01616022088041e-05,7.70931211454089e-06,-5.52829625523796e-05,-2.26420739987575e-05,-4.69652384651421e-05,4.69618677944245e-05,-9.88959512479936e-06,0.00039837642878013,-0.000315148668445909,0.000299778196513472,-6.7541153364732e-05,-0.00707670320075846
"kabwe","beta31",-2.22751938783376e-05,-8.72001209295855e-07,-6.39793150040497e-05,-6.83716423551696e-06,-1.93461714985732e-05,4.37456587510646e-05,-1.77521318354129e-05,1.51672311586774e-05,1.24838884436109e-06,-1.42904922798248e-05,1.53018727545206e-05,-1.53789119479354e-05,-4.06101905987145e-05,-1.09190772429004e-05,3.11152287253554e-05,-1.84380035620025e-05,-5.36360688237425e-06,2.02803459003856e-05,-2.34969548778239e-06,2.13824664172369e-05,-1.85765817262047e-06,-2.92724073146171e-05,-0.000118445346219786,7.17618365770112e-06,-0.000117439044236153,0.000560370215485697,-0.000258798213399603,3.99496255181889e-05,-4.3546566853471e-06,3.06997483632153e-05,-1.46110609808367e-05,3.74874980799951e-05,-6.77692862694627e-06,3.26029620251567e-05,-3.959459737639e-05,-1.20894790947e-05,1.73854360393948e-05,-5.33839378815623e-06,4.72174329365938e-05,2.56391677410343e-05,-6.4760970800011e-06,1.56407718602947e-05,-3.66348000190035e-05,-0.000179610530180137,-0.00092077375671729,-0.000339309137495734,5.33831491338885e-05,-0.014891647156071
"kabwe","beta32",-2.71603980734476e-06,7.2533198286908e-08,1.20673515247714e-05,1.287531301384e-05,2.17727134860161e-05,-3.22824029302804e-05,-4.31757893408162e-07,6.30637762065835e-06,-1.407443874082e-05,7.02819623668905e-06,-1.58355836455514e-05,1.3834709016743e-05,4.58036640084143e-05,-3.13768021555021e-07,-2.52234805905618e-06,2.18064972599657e-05,1.27855246842186e-05,-2.65011034574167e-05,7.18492841453157e-07,1.10885043529095e-05,-1.79314316624229e-05,-6.81716000328979e-06,8.43039252394861e-05,-5.86370922713892e-06,-6.26976570913577e-06,-0.000258798213399603,0.000354345810102062,-0.000203038009999788,7.22296907692391e-05,-3.00963814847042e-05,5.15653861993618e-06,-2.01594186009079e-05,-1.37030500916584e-06,-2.95267797964499e-05,-6.57084377359566e-05,2.90169421161396e-05,2.01935503216004e-05,-2.29864482983733e-05,-3.59612468369353e-06,5.16681811608973e-06,2.83351474422637e-05,-0.000119591101351578,7.06458809494861e-05,-0.000230780536171542,0.000873805194352081,-3.67382422547455e-05,-1.70419073199349e-05,-0.00585055480947006
"kabwe","beta33",1.22671620001276e-05,5.42550242852075e-06,3.86879240136802e-05,-1.31774111941571e-05,-3.29342782471125e-06,-6.3699084437995e-06,6.23421788447951e-06,-1.01448750652436e-05,2.36923511907988e-06,-1.15221536486542e-05,-1.95761329876918e-05,2.81211420596888e-05,-9.25948021505816e-06,1.13957887490762e-05,4.53408464862558e-06,8.73099499295866e-06,-8.45676743685751e-06,1.8959846319119e-05,-1.73028489445788e-05,5.58772592617207e-06,2.11209173933897e-05,-1.04805479020142e-05,5.22394777797268e-06,-3.64927485205409e-06,1.08963366103732e-05,3.99496255181889e-05,-0.000203038009999788,0.000288664871216794,-0.00019330424084911,6.81546643160254e-05,-1.41893585840861e-05,1.92664863787352e-05,3.43807960205415e-06,6.95280969082098e-06,5.60351320375508e-05,-1.6811092108314e-06,-2.78956350139931e-05,1.75510668342957e-05,-9.81136177567841e-06,1.21609102418458e-06,3.85466894876022e-07,3.07329421826145e-05,-1.27786194480745e-05,-9.48703640256076e-05,0.000450019624485149,0.000249800566594756,-3.34298214125157e-05,0.0158051683161234
"kabwe","beta34",5.36436930570604e-06,-8.2893329375533e-06,-7.8486387125308e-05,1.53468902155375e-05,3.04215237372433e-06,1.13240935877219e-05,-1.11478159037369e-05,2.06759939301013e-06,5.07940172857019e-07,4.86547414135172e-06,1.91537264228858e-05,-1.32989372576857e-05,-1.47386904948199e-05,1.07092080376082e-06,4.63330111428207e-06,-2.32221211302987e-05,2.10736543868901e-05,-1.13297317200612e-05,2.29465239896544e-05,4.63476706900043e-07,-7.5062276031859e-06,1.404799349614e-05,-2.92833774283571e-05,1.72693319119592e-06,1.58314035558723e-05,-4.3546566853471e-06,7.22296907692391e-05,-0.00019330424084911,0.000287896521472005,-0.000144234012184773,7.02860400209554e-05,-1.68774858154613e-05,7.0842354412582e-06,1.61352759535661e-05,-7.20038612666215e-05,-2.86561881943417e-05,1.99199311862422e-05,7.48953549711829e-07,3.10011229104496e-05,1.02702519482402e-05,7.28829476377975e-06,1.9805112390129e-05,-1.79762823774842e-05,-0.000136254101196551,-0.000400967889180241,-0.000196281037762428,1.79773361973368e-05,-0.0201116532870273
"kabwe","beta35",-9.39620396138428e-06,6.04606875499998e-07,5.21016160129609e-05,-7.84590391729142e-06,-2.11602627843588e-06,-1.01787023400841e-05,-8.44998058072566e-06,1.651332791037e-06,3.80414936012287e-07,1.32791525047762e-06,1.21834286087332e-06,4.63192039447318e-06,-2.08365302839802e-05,-9.62799126386839e-06,1.45045197638706e-05,3.04233811669081e-06,-1.06400989632844e-05,9.27105385757283e-06,-2.16659519802252e-06,-2.35962500126687e-07,1.00507979349067e-05,9.69910632582889e-07,-3.38328892899422e-06,1.32849381805388e-05,-1.23217517176963e-05,3.06997483632153e-05,-3.00963814847042e-05,6.81546643160254e-05,-0.000144234012184773,0.000154398124737645,-9.9400853814949e-05,6.24206108110045e-05,-1.22572632263152e-05,1.65195980964198e-05,6.44554889629913e-05,1.82112949402856e-05,1.73124920923242e-05,-1.93428595403536e-05,-1.56280307188957e-05,-1.09693510050119e-05,-8.64770460331076e-06,-2.17603981233446e-05,1.91774750950488e-06,0.000200092120240495,-1.04814572251109e-07,3.86063582440614e-05,-2.5872320081479e-05,0.00603801371032791
"kabwe","beta36",1.32253361554907e-05,5.74423036726906e-06,-3.83413031255362e-05,-2.90557076893396e-06,-3.39654876160353e-06,1.84675323772867e-06,1.65360597616059e-05,7.62207563937033e-06,-5.15833818746511e-06,-1.59815398331751e-05,8.93981752489174e-06,6.08282293820681e-06,4.37231469306957e-05,9.15551994120198e-06,-7.08847210068208e-06,-1.43369509759035e-06,9.23977154348739e-06,-4.05635499945875e-06,8.89082593159983e-06,2.79581046279267e-06,-1.08245957632294e-05,4.84145015851213e-06,1.36401473021533e-05,2.14505119657267e-06,1.79412208122196e-05,-1.46110609808367e-05,5.15653861993618e-06,-1.41893585840861e-05,7.02860400209554e-05,-9.9400853814949e-05,0.000167519611492244,-0.000133835503775706,6.0882831408093e-05,2.63697178842441e-05,-4.97963135545832e-05,-1.19136445189203e-05,-9.87456891620774e-06,1.23354367295898e-05,7.57422937158791e-06,2.08988322085661e-05,1.42604898588846e-05,-1.70634602616501e-05,-4.33423453398832e-08,7.57476729465049e-05,0.000161862231190151,2.69758675898507e-05,-4.60251091620893e-05,0.000574359813799049
"kabwe","beta37",-2.601031597931e-05,-5.13503983958346e-06,5.9898403160884e-06,5.57371790702498e-06,-3.85588387716191e-06,-5.44220927386607e-06,-2.65736875694335e-05,-6.61416505290383e-06,-6.35966546177722e-06,2.13269450068914e-05,3.64080963461955e-06,-1.3853145974211e-05,-6.0818482407589e-05,1.07228500168978e-05,2.84461896097683e-05,-2.70084639932551e-05,7.30375538422895e-06,6.09309015852719e-06,3.10113985543066e-06,7.04268870537674e-06,1.22174670973956e-05,-4.19703204775527e-06,-1.95401156311619e-05,4.93853987453539e-06,1.85361151468231e-05,3.74874980799951e-05,-2.01594186009079e-05,1.92664863787352e-05,-1.68774858154613e-05,6.24206108110045e-05,-0.000133835503775706,0.000287478526911467,-0.000142824096084972,3.61443386084344e-05,1.12873693855142e-05,3.38723145148112e-05,1.42500403486741e-05,8.16594791974789e-08,8.80883237704842e-06,-1.70518875526097e-05,6.6754997041477e-06,-2.38180873705432e-06,5.17009758876074e-06,-0.000570533522248071,-0.00169289051445118,-3.09640887320716e-05,3.1528145127003e-05,-0.0160626381565113
"kabwe","beta38",5.71538562377633e-06,-1.22889420752637e-05,1.92051056376023e-05,-9.76127863360112e-06,1.84144872829706e-06,1.76072492718369e-05,-6.75526464214649e-06,-2.68892208561445e-06,-1.02623661590781e-06,3.13919737231083e-06,1.62607322037777e-05,-2.59604199340735e-05,-7.48322826784613e-06,1.25233600822111e-05,-6.69130723521534e-06,6.95127247312197e-06,-7.36046450917001e-06,-2.80310181224671e-06,1.83373000237352e-05,-5.20966314366653e-06,3.18613111552434e-06,1.06032425540851e-05,-1.90529481669905e-05,-6.42659553737902e-07,3.87282531246011e-06,-6.77692862694627e-06,-1.37030500916584e-06,3.43807960205415e-06,7.0842354412582e-06,-1.22572632263152e-05,6.0882831408093e-05,-0.000142824096084972,0.000334489827740513,-0.000238358096296627,-4.9615655891155e-06,2.56107272897622e-05,-1.76518480108666e-05,-4.5405408036425e-06,-1.10163274106562e-05,-7.07009219577448e-06,-2.55374400382477e-05,1.03705167058995e-05,-2.43478445667218e-05,0.000461489176191542,-0.00105779250438472,-4.08535783200335e-05,-3.79329497117428e-05,-0.0194380998071557
"kabwe","beta39",6.64640877336295e-06,2.33999052878949e-05,-3.28752179023923e-05,2.58061038141953e-05,-3.45477972085929e-05,-4.49470260654975e-05,-2.03327579166974e-05,2.38263531419588e-05,6.49149443299807e-06,-1.99959082147868e-05,7.08207287147861e-06,3.6346820872156e-05,8.68418112383737e-05,-2.25705980564179e-05,3.50749888780023e-05,-1.95581705613064e-05,4.9426090329059e-06,1.41737503026572e-05,-4.94302701288278e-06,5.39834858614506e-06,3.60743732318388e-05,-2.67740861241622e-05,1.3695370227524e-05,2.41519690840394e-05,7.45742797551847e-07,3.26029620251567e-05,-2.95267797964499e-05,6.95280969082098e-06,1.61352759535661e-05,1.65195980964198e-05,2.63697178842441e-05,3.61443386084344e-05,-0.000238358096296627,0.000655869099166281,8.74884865806168e-06,-0.000343479575835602,3.30558841063804e-05,-1.14041451086106e-05,3.89423401884663e-05,4.88241918163054e-05,3.49562829248598e-05,4.54420214033837e-05,1.55882174022302e-05,-0.000322183140306141,-0.000241685164003326,-0.000193466891302522,5.26885652668198e-06,0.0748289998965219
"kabwe","beta4",3.85994803946113e-06,-6.42439373293427e-06,-5.64759096385864e-05,-1.35160411254534e-05,-2.90662229310982e-05,6.81216074180251e-05,8.02562758407046e-07,-4.07548532078804e-05,1.1569662566575e-05,8.95041694713804e-06,1.14646726428376e-06,2.33631085447186e-05,-7.05416329911474e-05,-5.25348972199222e-06,-4.3388945988415e-06,-2.77737114700209e-06,-1.45275272522477e-05,1.53790118547917e-05,-1.02308426448689e-05,1.98602924028657e-05,3.23202345027197e-06,-2.88994770297881e-05,-3.9780974425748e-05,-6.61427724274862e-05,0.000104692712046514,-3.959459737639e-05,-6.57084377359566e-05,5.60351320375508e-05,-7.20038612666215e-05,6.44554889629913e-05,-4.97963135545832e-05,1.12873693855142e-05,-4.9615655891155e-06,8.74884865806168e-06,0.000521668948464774,-3.37633354540603e-05,-7.07534938943383e-05,-1.31646259030305e-05,-6.22649300971464e-05,-1.52866794240696e-05,1.67232514892076e-05,-0.000168349277161136,-9.73990817869823e-06,0.000321891253950009,-0.000344090572953551,0.000536298315331278,1.25560878668771e-05,0.020632792581261
"kabwe","beta40",-4.89665076839937e-05,-1.755921990564e-05,-1.22508039762916e-06,-3.89304789146374e-05,5.45919024000528e-05,1.56692654771132e-05,4.91563910983564e-05,1.08253982880108e-05,7.06471910347076e-07,5.57253009286243e-06,1.4852799713305e-05,-6.9785061937327e-05,-9.4050329733556e-05,1.83389425692277e-05,-9.93013104136341e-05,7.24583036560456e-05,-1.14067175132412e-05,-2.44097165467516e-06,9.69081778225002e-06,4.09653103268495e-05,-0.000157197356930114,6.93590319446044e-05,7.48232629450497e-05,4.46017595209143e-06,1.73585201068318e-05,-1.20894790947e-05,2.90169421161396e-05,-1.6811092108314e-06,-2.86561881943417e-05,1.82112949402856e-05,-1.19136445189203e-05,3.38723145148112e-05,2.56107272897622e-05,-0.000343479575835602,-3.37633354540603e-05,0.00080528688647842,-0.000135302319000736,-1.13327704772219e-05,-3.07477521267325e-05,-2.2364497670422e-05,-6.19582697424244e-05,-4.14505266932811e-05,-9.78533103824367e-06,0.000707306546775499,-0.000738814000625755,0.00109143177184763,-0.000142624273495743,-0.0707528069976811
"kabwe","beta41",7.66000014198206e-06,1.27310045114026e-05,8.03405644585325e-05,-1.23442858695953e-05,-2.48090588864251e-05,-9.45291128883815e-06,-4.36778798762577e-07,2.85357727933509e-07,-4.03238630172824e-06,-2.94840681495372e-05,-3.5175612073841e-05,7.06559072677216e-05,-1.43573495140753e-06,4.51969443718321e-05,-2.95435630768633e-05,9.8613872387867e-06,1.2509553837728e-05,-2.82636405661044e-05,1.86842072402134e-05,2.85567045399802e-06,-2.55144934697517e-06,1.07984037114205e-05,-1.28577738862099e-05,9.42841192521416e-06,-2.01616022088041e-05,1.73854360393948e-05,2.01935503216004e-05,-2.78956350139931e-05,1.99199311862422e-05,1.73124920923242e-05,-9.87456891620774e-06,1.42500403486741e-05,-1.76518480108666e-05,3.30558841063804e-05,-7.07534938943383e-05,-0.000135302319000736,0.000622872112115727,2.35083784252054e-05,5.81040509222833e-05,1.04309744668175e-05,-1.78701961862335e-06,-4.61604811905453e-05,4.62973195476849e-05,-0.000161468717889239,-0.000526879900968845,-0.000507976431796142,4.17995230257703e-05,0.00494522251439018
"kabwe","beta42",-8.72365789480321e-06,-3.01551608303188e-06,-5.48020281442411e-06,-4.69188650745606e-06,-3.55192560464044e-06,1.27586058933394e-05,3.83589581156823e-06,4.66262256310709e-06,1.08913680577334e-07,-1.18239590343009e-05,7.95514554742415e-06,-1.99399540022644e-05,1.09175131372535e-05,1.81477254067056e-05,-1.25705657350845e-05,1.04612116848528e-05,-7.53212051028596e-06,3.91095959345551e-06,2.39337149914669e-06,-1.80688714750767e-05,4.40908349526552e-07,2.45431923472652e-06,2.02660582148118e-05,6.28885882636375e-06,7.70931211454089e-06,-5.33839378815623e-06,-2.29864482983733e-05,1.75510668342957e-05,7.48953549711829e-07,-1.93428595403536e-05,1.23354367295898e-05,8.16594791974789e-08,-4.5405408036425e-06,-1.14041451086106e-05,-1.31646259030305e-05,-1.13327704772219e-05,2.35083784252054e-05,0.000648905181953799,1.26451349976483e-05,-9.90444090477928e-06,-1.17959629878515e-05,6.04328185328406e-06,1.53941047664151e-05,-0.000102187672764124,0.000957680025235693,-7.13188836566218e-05,5.84668669150289e-06,0.000416873191422288
"kabwe","beta5",-9.56768672249095e-06,4.91735511430039e-07,2.02004588735099e-05,5.86257093939101e-06,-1.75180584456085e-05,-1.47999354883009e-05,-1.52974294104101e-05,3.93798060995981e-05,3.21990588547581e-06,-1.28881270421818e-05,4.99697484440778e-06,-1.49026958633435e-05,-7.9166816024461e-05,-2.13688762593643e-05,4.45071587710709e-05,-9.77917302457684e-06,8.01928175636053e-06,-6.12586313490068e-06,1.53117074042377e-05,-2.80693157524308e-06,-2.0513742592494e-05,2.21151867662026e-05,4.429675559767e-05,-1.14695604844426e-05,-5.52829625523796e-05,4.72174329365938e-05,-3.59612468369353e-06,-9.81136177567841e-06,3.10011229104496e-05,-1.56280307188957e-05,7.57422937158791e-06,8.80883237704842e-06,-1.10163274106562e-05,3.89423401884663e-05,-6.22649300971464e-05,-3.07477521267325e-05,5.81040509222833e-05,1.26451349976483e-05,0.000378905312552359,-6.09492582361468e-05,-7.71776495294657e-05,-9.35450273915847e-05,2.63884215718781e-06,-0.000509631178144892,-0.000594238923860584,-0.000446340500390197,6.35518199386149e-05,-0.00206112766432455
"kabwe","beta6",5.9975529465484e-06,2.9838541199987e-06,-4.37436854499177e-05,9.16701460080608e-07,-6.68610038207272e-06,1.99591958473125e-05,-1.42586855565781e-05,-5.72494288378159e-06,1.41624245069754e-05,-2.51820120180578e-05,1.6217762727183e-05,-1.93098140269725e-05,-1.94244430389784e-05,1.70814356498351e-05,2.37614192747682e-05,-3.21074197331024e-06,-9.5465591216228e-06,7.59436727489001e-06,-1.69810620409031e-06,-1.33669104035741e-05,3.99420932478953e-05,-2.23697333132584e-05,-1.55353270558382e-05,-3.1897688288669e-05,-2.26420739987575e-05,2.56391677410343e-05,5.16681811608973e-06,1.21609102418458e-06,1.02702519482402e-05,-1.09693510050119e-05,2.08988322085661e-05,-1.70518875526097e-05,-7.07009219577448e-06,4.88241918163054e-05,-1.52866794240696e-05,-2.2364497670422e-05,1.04309744668175e-05,-9.90444090477928e-06,-6.09492582361468e-05,0.000193242873971328,-3.59778473830318e-05,-2.70790369458906e-05,-5.55703638402537e-05,8.73031987250273e-05,0.000932781323936395,1.71227566289199e-05,-4.69226864418636e-05,-0.0144330067284651
"kabwe","beta7",-9.11204505096216e-07,4.64830590700161e-06,5.4198287965107e-05,-2.52465671821106e-05,1.17559576195101e-05,4.9361082360364e-06,-1.56494509353307e-06,1.43877267711392e-06,-1.30986391932184e-05,-2.95800988321322e-05,-3.25869763143779e-05,5.82148422734929e-05,-8.41616542135974e-07,3.27134111296518e-05,-1.98220810596853e-05,2.59344692802838e-05,-1.35257865697656e-05,1.55516475845994e-05,-1.55475241049415e-05,1.02643862083738e-05,-1.02282941405439e-06,6.80163581144811e-06,4.12461620489766e-05,8.28929296498439e-06,-4.69652384651421e-05,-6.4760970800011e-06,2.83351474422637e-05,3.85466894876022e-07,7.28829476377975e-06,-8.64770460331076e-06,1.42604898588846e-05,6.6754997041477e-06,-2.55374400382477e-05,3.49562829248598e-05,1.67232514892076e-05,-6.19582697424244e-05,-1.78701961862335e-06,-1.17959629878515e-05,-7.71776495294657e-05,-3.59778473830318e-05,0.000238720342184474,-0.00012977003978926,-1.84570893351244e-05,-0.000535473777100392,0.000489130331815852,0.000113673938430638,2.19323990131272e-06,0.0172150070645288
"kabwe","beta8",2.41268043834103e-05,-2.46356152220758e-06,-0.000100176730746168,-9.3093408207964e-06,-1.06723118096155e-05,-5.53821387895074e-05,2.79465832639522e-06,2.31049935725388e-05,-2.35867258277037e-05,6.95717214692888e-05,9.90454460196004e-05,-0.000188507999722007,7.59902254672473e-05,7.79374869747723e-06,1.99725372223025e-05,-1.69988177890628e-05,8.65906228767906e-06,-1.31773039083505e-05,2.02336611085909e-07,1.60019349067071e-05,-3.81274191654327e-05,3.8834420435726e-05,-7.03072249725639e-05,8.23749445265343e-06,4.69618677944245e-05,1.56407718602947e-05,-0.000119591101351578,3.07329421826145e-05,1.9805112390129e-05,-2.17603981233446e-05,-1.70634602616501e-05,-2.38180873705432e-06,1.03705167058995e-05,4.54420214033837e-05,-0.000168349277161136,-4.14505266932811e-05,-4.61604811905453e-05,6.04328185328406e-06,-9.35450273915847e-05,-2.70790369458906e-05,-0.00012977003978926,0.00058889813133709,-5.14844889732712e-05,0.00105134360378064,-0.00141414556974729,-0.000159175148595258,3.58033205826588e-05,0.00152549661860824
"kabwe","beta9",-2.74831781815988e-05,-8.45806095115743e-06,-0.000153603467852598,-3.6274990684629e-06,3.63504703835568e-06,-5.50421568758331e-06,1.1266089481883e-05,-2.16017990769606e-05,-6.78617013145155e-06,3.22457106529541e-05,-3.40568889514363e-05,4.0771340639742e-05,-3.48854895470509e-05,-4.83210429134217e-06,-1.46866113207489e-05,-2.14130618735084e-05,1.43372228642312e-05,-9.69870971991207e-06,9.15302637151654e-06,-1.71263306466799e-05,-1.18738716741936e-05,5.82154077300629e-06,2.32006604535766e-05,-1.92096918858008e-05,-9.88959512479936e-06,-3.66348000190035e-05,7.06458809494861e-05,-1.27786194480745e-05,-1.79762823774842e-05,1.91774750950488e-06,-4.33423453398832e-08,5.17009758876074e-06,-2.43478445667218e-05,1.55882174022302e-05,-9.73990817869823e-06,-9.78533103824367e-06,4.62973195476849e-05,1.53941047664151e-05,2.63884215718781e-06,-5.55703638402537e-05,-1.84570893351244e-05,-5.14844889732712e-05,0.000460117610840553,-0.000254923497008046,0.000653108854478421,-8.69528941729561e-05,-1.63589533973146e-05,0.0180940106480489
"kabwe","mu_D_1",0.000103406015160529,3.77363324839919e-05,-0.000494553416824885,-6.3229077727677e-05,-0.00041371051022976,0.000652800650679474,-4.06837063784998e-05,1.44692523055452e-05,0.000383133832546489,-0.00035740653301068,0.000223021198630493,-0.000735022852565179,0.00103265574476611,0.000471404194233199,-0.000126720343138977,-0.000195019750947379,-3.54623634922983e-05,9.83552451154707e-06,-7.70213816578841e-05,9.28385574723372e-05,-0.000169299542354111,0.000257762949347612,-0.000870190540583919,8.19067846288321e-06,0.00039837642878013,-0.000179610530180137,-0.000230780536171542,-9.48703640256076e-05,-0.000136254101196551,0.000200092120240495,7.57476729465049e-05,-0.000570533522248071,0.000461489176191542,-0.000322183140306141,0.000321891253950009,0.000707306546775499,-0.000161468717889239,-0.000102187672764124,-0.000509631178144892,8.73031987250273e-05,-0.000535473777100392,0.00105134360378064,-0.000254923497008046,0.0153819409419722,0.00394803689563633,-0.000656070865461113,-0.000663962856711499,0.191147365935517
"kabwe","mu_D_2",0.000851024214805931,0.000227894364674074,-0.00105040386541243,0.000149436267080609,0.000324275034577531,0.000506168995269937,0.000258198012625853,-0.000317143897737424,0.000353514373481555,-0.000623550241963553,-0.000770289889076041,0.000186074549426745,0.00173769813165791,-2.14530056181961e-05,0.00116009474771917,-0.000217614149952691,0.00024547735844921,0.000285075005586799,-0.00153015702314508,-0.000243464679236429,-0.000155431323932828,-0.00013277505088926,0.000268722678553173,-0.000542287329670928,-0.000315148668445909,-0.00092077375671729,0.000873805194352081,0.000450019624485149,-0.000400967889180241,-1.04814572251109e-07,0.000161862231190151,-0.00169289051445118,-0.00105779250438472,-0.000241685164003326,-0.000344090572953551,-0.000738814000625755,-0.000526879900968845,0.000957680025235693,-0.000594238923860584,0.000932781323936395,0.000489130331815852,-0.00141414556974729,0.000653108854478421,0.00394803689563633,0.196208733876131,-0.0042802973716782,-0.00395794258898813,0.325207015792492
