"date","region","vaccine","age_band_min","age_band_max","first_dose","second_dose","third_dose","fourth_dose","fifth_dose"
"2020-12-01","kabwe","Novavax",20,24,0,0,0,0,0
"2020-12-01","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-01","kabwe","Novavax",40,44,0,0,0,0,0
"2020-12-01","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-01","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-01","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-01","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-01","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-02","kabwe","Janssen",15,19,0,0,0,0,0
"2020-12-02","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-02","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-02","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-02","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-02","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-02","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-02","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-02","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-02","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-02","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-02","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-03","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-03","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-03","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-03","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-03","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-03","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-03","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-03","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-04","kabwe","Pfizer",50,54,0,0,0,0,0
"2020-12-04","kabwe","AZ",65,69,0,0,0,0,0
"2020-12-04","kabwe","Novavax",20,24,0,0,0,0,0
"2020-12-04","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-04","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-04","kabwe","Novavax",40,44,0,0,0,0,0
"2020-12-04","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-04","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-04","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-04","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-04","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-04","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-04","kabwe",NA,30,34,0,0,0,0,0
"2020-12-04","kabwe",NA,35,39,0,0,0,0,0
"2020-12-04","kabwe",NA,50,54,0,0,0,0,0
"2020-12-04","kabwe",NA,55,59,0,0,0,0,0
"2020-12-04","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-05","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-05","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-05","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-05","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-05","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-05","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-05","kabwe",NA,60,64,0,0,0,0,0
"2020-12-05","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-06","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-06","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-07","kabwe",NA,15,19,0,0,0,0,0
"2020-12-07","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-07","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-07","kabwe","Novavax",35,39,0,0,0,0,0
"2020-12-07","kabwe","Novavax",40,44,0,0,0,0,0
"2020-12-07","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-07","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-07","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-07","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-07","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-07","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-07","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-08","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-08","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-08","kabwe","Janssen",60,64,0,0,0,0,0
"2020-12-08","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-08","kabwe","Pfizer",15,19,0,0,0,0,0
"2020-12-08","kabwe","Pfizer",20,24,0,0,0,0,0
"2020-12-08","kabwe","Pfizer",25,29,12,0,0,0,0
"2020-12-08","kabwe","Pfizer",30,34,12,0,0,0,0
"2020-12-08","kabwe","Pfizer",35,39,19,0,0,0,0
"2020-12-08","kabwe","Pfizer",40,44,27,0,0,0,0
"2020-12-08","kabwe","Pfizer",45,49,29,0,0,0,0
"2020-12-08","kabwe","Pfizer",50,54,35,0,0,0,0
"2020-12-08","kabwe","Pfizer",55,59,45,0,0,0,0
"2020-12-08","kabwe","Pfizer",60,64,28,0,0,0,0
"2020-12-08","kabwe","Pfizer",65,69,0,0,0,0,0
"2020-12-08","kabwe","Pfizer",70,74,0,0,0,0,0
"2020-12-08","kabwe",NA,25,29,0,0,0,0,0
"2020-12-08","kabwe","Novavax",20,24,0,0,0,0,0
"2020-12-08","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-08","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-08","kabwe","Novavax",40,44,0,0,0,0,0
"2020-12-08","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-08","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-08","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-08","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-08","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-08","kabwe",NA,60,64,0,0,0,0,0
"2020-12-08","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-09","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-09","kabwe","Janssen",40,44,0,0,0,0,0
"2020-12-09","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-09","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-09","kabwe","Janssen",60,64,0,0,0,0,0
"2020-12-09","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-09","kabwe","Pfizer",15,19,0,0,0,0,0
"2020-12-09","kabwe","Pfizer",20,24,20,0,0,0,0
"2020-12-09","kabwe","Pfizer",25,29,42,0,0,0,0
"2020-12-09","kabwe","Pfizer",30,34,49,0,0,0,0
"2020-12-09","kabwe","Pfizer",35,39,49,0,0,0,0
"2020-12-09","kabwe","Pfizer",40,44,57,0,0,0,0
"2020-12-09","kabwe","Pfizer",45,49,94,0,0,0,0
"2020-12-09","kabwe","Pfizer",50,54,97,0,0,0,0
"2020-12-09","kabwe","Pfizer",55,59,83,0,0,0,0
"2020-12-09","kabwe","Pfizer",60,64,95,0,0,0,0
"2020-12-09","kabwe","Pfizer",65,69,30,0,0,0,0
"2020-12-09","kabwe","Pfizer",70,74,10,0,0,0,0
"2020-12-09","kabwe","Novavax",15,19,0,0,0,0,0
"2020-12-09","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-09","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-09","kabwe","Novavax",35,39,0,0,0,0,0
"2020-12-09","kabwe","Novavax",40,44,0,0,0,0,0
"2020-12-09","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-09","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-09","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-09","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-09","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-09","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-09","kabwe",NA,25,29,0,0,0,0,0
"2020-12-09","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-10","kabwe","Janssen",30,34,0,0,0,0,0
"2020-12-10","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-10","kabwe","Janssen",40,44,0,0,0,0,0
"2020-12-10","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-10","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-10","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-10","kabwe","Pfizer",15,19,11,0,0,0,0
"2020-12-10","kabwe","Pfizer",20,24,39,0,0,0,0
"2020-12-10","kabwe","Pfizer",25,29,70,0,0,0,0
"2020-12-10","kabwe","Pfizer",30,34,70,0,0,0,0
"2020-12-10","kabwe","Pfizer",35,39,58,0,0,0,0
"2020-12-10","kabwe","Pfizer",40,44,73,0,0,0,0
"2020-12-10","kabwe","Pfizer",45,49,104,0,0,0,0
"2020-12-10","kabwe","Pfizer",50,54,103,0,0,0,0
"2020-12-10","kabwe","Pfizer",55,59,124,0,0,0,0
"2020-12-10","kabwe","Pfizer",60,64,97,0,0,0,0
"2020-12-10","kabwe","Pfizer",65,69,22,0,0,0,0
"2020-12-10","kabwe","Pfizer",70,74,13,0,0,0,0
"2020-12-10","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-10","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-10","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-10","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-10","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-10","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-10","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-10","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-11","kabwe","Janssen",15,19,0,0,0,0,0
"2020-12-11","kabwe","Janssen",25,29,0,0,0,0,0
"2020-12-11","kabwe","Janssen",30,34,0,0,0,0,0
"2020-12-11","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-11","kabwe","Janssen",40,44,0,0,0,0,0
"2020-12-11","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-11","kabwe","Janssen",50,54,0,0,0,0,0
"2020-12-11","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-11","kabwe","Janssen",60,64,0,0,0,0,0
"2020-12-11","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-11","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-11","kabwe","Pfizer",15,19,12,0,0,0,0
"2020-12-11","kabwe","Pfizer",20,24,47,0,0,0,0
"2020-12-11","kabwe","Pfizer",25,29,113,0,0,0,0
"2020-12-11","kabwe","Pfizer",30,34,106,0,0,0,0
"2020-12-11","kabwe","Pfizer",35,39,126,0,0,0,0
"2020-12-11","kabwe","Pfizer",40,44,125,0,0,0,0
"2020-12-11","kabwe","Pfizer",45,49,172,0,0,0,0
"2020-12-11","kabwe","Pfizer",50,54,167,0,0,0,0
"2020-12-11","kabwe","Pfizer",55,59,162,0,0,0,0
"2020-12-11","kabwe","Pfizer",60,64,100,0,0,0,0
"2020-12-11","kabwe","Pfizer",65,69,31,0,0,0,0
"2020-12-11","kabwe","Pfizer",70,74,24,0,0,0,0
"2020-12-11","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-11","kabwe","Novavax",35,39,0,0,0,0,0
"2020-12-11","kabwe","Novavax",40,44,0,0,0,0,0
"2020-12-11","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-11","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-11","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-11","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-11","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-11","kabwe",NA,20,24,0,0,0,0,0
"2020-12-11","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-12","kabwe","Janssen",20,24,0,0,0,0,0
"2020-12-12","kabwe","Janssen",25,29,0,0,0,0,0
"2020-12-12","kabwe","Janssen",30,34,0,0,0,0,0
"2020-12-12","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-12","kabwe","Janssen",40,44,0,0,0,0,0
"2020-12-12","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-12","kabwe","Janssen",50,54,0,0,0,0,0
"2020-12-12","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-12","kabwe","Janssen",60,64,0,0,0,0,0
"2020-12-12","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-12","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-12","kabwe","Pfizer",15,19,19,0,0,0,0
"2020-12-12","kabwe","Pfizer",20,24,95,0,0,0,0
"2020-12-12","kabwe","Pfizer",25,29,191,0,0,0,0
"2020-12-12","kabwe","Pfizer",30,34,270,0,0,0,0
"2020-12-12","kabwe","Pfizer",35,39,248,0,0,0,0
"2020-12-12","kabwe","Pfizer",40,44,303,0,0,0,0
"2020-12-12","kabwe","Pfizer",45,49,341,0,0,0,0
"2020-12-12","kabwe","Pfizer",50,54,368,0,0,0,0
"2020-12-12","kabwe","Pfizer",55,59,354,0,0,0,0
"2020-12-12","kabwe","Pfizer",60,64,212,0,0,0,0
"2020-12-12","kabwe","Pfizer",65,69,63,0,0,0,0
"2020-12-12","kabwe","Pfizer",70,74,23,0,0,0,0
"2020-12-12","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-12","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-12","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-12","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-12","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-13","kabwe","Janssen",20,24,0,0,0,0,0
"2020-12-13","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-13","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-13","kabwe","Janssen",50,54,0,0,0,0,0
"2020-12-13","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-13","kabwe","Janssen",60,64,0,0,0,0,0
"2020-12-13","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-13","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-13","kabwe","Pfizer",15,19,10,0,0,0,0
"2020-12-13","kabwe","Pfizer",20,24,32,0,0,0,0
"2020-12-13","kabwe","Pfizer",25,29,46,0,0,0,0
"2020-12-13","kabwe","Pfizer",30,34,62,0,0,0,0
"2020-12-13","kabwe","Pfizer",35,39,48,0,0,0,0
"2020-12-13","kabwe","Pfizer",40,44,54,0,0,0,0
"2020-12-13","kabwe","Pfizer",45,49,89,0,0,0,0
"2020-12-13","kabwe","Pfizer",50,54,73,0,0,0,0
"2020-12-13","kabwe","Pfizer",55,59,68,0,0,0,0
"2020-12-13","kabwe","Pfizer",60,64,50,0,0,0,0
"2020-12-13","kabwe","Pfizer",65,69,12,0,0,0,0
"2020-12-13","kabwe","Pfizer",70,74,0,0,0,0,0
"2020-12-13","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-14","kabwe","Janssen",25,29,0,0,0,0,0
"2020-12-14","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-14","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-14","kabwe","Janssen",50,54,0,0,0,0,0
"2020-12-14","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-14","kabwe","Janssen",60,64,0,0,0,0,0
"2020-12-14","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-14","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-14","kabwe","Pfizer",15,19,14,0,0,0,0
"2020-12-14","kabwe","Pfizer",20,24,42,0,0,0,0
"2020-12-14","kabwe","Pfizer",25,29,78,0,0,0,0
"2020-12-14","kabwe","Pfizer",30,34,93,0,0,0,0
"2020-12-14","kabwe","Pfizer",35,39,100,0,0,0,0
"2020-12-14","kabwe","Pfizer",40,44,98,0,0,0,0
"2020-12-14","kabwe","Pfizer",45,49,97,0,0,0,0
"2020-12-14","kabwe","Pfizer",50,54,147,0,0,0,0
"2020-12-14","kabwe","Pfizer",55,59,130,0,0,0,0
"2020-12-14","kabwe","Pfizer",60,64,112,0,0,0,0
"2020-12-14","kabwe","Pfizer",65,69,33,0,0,0,0
"2020-12-14","kabwe","Pfizer",70,74,19,0,0,0,0
"2020-12-14","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-14","kabwe","Novavax",40,44,0,0,0,0,0
"2020-12-14","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-14","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-14","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-14","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-15","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-15","kabwe","Janssen",40,44,0,0,0,0,0
"2020-12-15","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-15","kabwe","Janssen",60,64,0,0,0,0,0
"2020-12-15","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-15","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-15","kabwe","Pfizer",15,19,23,0,0,0,0
"2020-12-15","kabwe","Pfizer",20,24,82,0,0,0,0
"2020-12-15","kabwe","Pfizer",25,29,115,0,0,0,0
"2020-12-15","kabwe","Pfizer",30,34,189,0,0,0,0
"2020-12-15","kabwe","Pfizer",35,39,167,0,0,0,0
"2020-12-15","kabwe","Pfizer",40,44,202,0,0,0,0
"2020-12-15","kabwe","Pfizer",45,49,230,0,0,0,0
"2020-12-15","kabwe","Pfizer",50,54,283,0,0,0,0
"2020-12-15","kabwe","Pfizer",55,59,313,0,0,0,0
"2020-12-15","kabwe","Pfizer",60,64,198,0,0,0,0
"2020-12-15","kabwe","Pfizer",65,69,101,0,0,0,0
"2020-12-15","kabwe","Pfizer",70,74,49,0,0,0,0
"2020-12-15","kabwe",NA,20,24,0,0,0,0,0
"2020-12-15","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-15","kabwe","Novavax",35,39,0,0,0,0,0
"2020-12-15","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-15","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-15","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-15","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-15","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-15","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-16","kabwe","AZ",30,34,0,0,0,0,0
"2020-12-16","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-16","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-16","kabwe","Janssen",50,54,0,0,0,0,0
"2020-12-16","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-16","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-16","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-16","kabwe","Pfizer",15,19,32,0,0,0,0
"2020-12-16","kabwe","Pfizer",20,24,137,0,0,0,0
"2020-12-16","kabwe","Pfizer",25,29,252,0,0,0,0
"2020-12-16","kabwe","Pfizer",30,34,229,0,0,0,0
"2020-12-16","kabwe","Pfizer",35,39,248,0,0,0,0
"2020-12-16","kabwe","Pfizer",40,44,238,0,0,0,0
"2020-12-16","kabwe","Pfizer",45,49,330,0,0,0,0
"2020-12-16","kabwe","Pfizer",50,54,380,0,0,0,0
"2020-12-16","kabwe","Pfizer",55,59,382,0,0,0,0
"2020-12-16","kabwe","Pfizer",60,64,256,0,0,0,0
"2020-12-16","kabwe","Pfizer",65,69,115,0,0,0,0
"2020-12-16","kabwe","Pfizer",70,74,58,0,0,0,0
"2020-12-16","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-16","kabwe","Novavax",40,44,0,0,0,0,0
"2020-12-16","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-16","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-16","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-16","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-16","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-16","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-17","kabwe","AZ",70,74,0,0,0,0,0
"2020-12-17","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-17","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-17","kabwe","Janssen",60,64,0,0,0,0,0
"2020-12-17","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-17","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-17","kabwe","Pfizer",15,19,31,0,0,0,0
"2020-12-17","kabwe","Pfizer",20,24,139,0,0,0,0
"2020-12-17","kabwe","Pfizer",25,29,224,0,0,0,0
"2020-12-17","kabwe","Pfizer",30,34,278,0,0,0,0
"2020-12-17","kabwe","Pfizer",35,39,274,0,0,0,0
"2020-12-17","kabwe","Pfizer",40,44,279,0,0,0,0
"2020-12-17","kabwe","Pfizer",45,49,368,0,0,0,0
"2020-12-17","kabwe","Pfizer",50,54,413,0,0,0,0
"2020-12-17","kabwe","Pfizer",55,59,440,0,0,0,0
"2020-12-17","kabwe","Pfizer",60,64,318,0,0,0,0
"2020-12-17","kabwe","Pfizer",65,69,102,0,0,0,0
"2020-12-17","kabwe","Pfizer",70,74,63,0,0,0,0
"2020-12-17","kabwe",NA,45,49,0,0,0,0,0
"2020-12-17","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-17","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-17","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-17","kabwe","Novavax",50,54,0,0,0,0,0
"2020-12-17","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-17","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-17","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-17","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-17","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-18","kabwe","Janssen",30,34,0,0,0,0,0
"2020-12-18","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-18","kabwe","Janssen",40,44,0,0,0,0,0
"2020-12-18","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-18","kabwe","Janssen",50,54,0,0,0,0,0
"2020-12-18","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-18","kabwe","Janssen",60,64,0,0,0,0,0
"2020-12-18","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-18","kabwe","Janssen",70,74,0,0,0,0,0
"2020-12-18","kabwe","Pfizer",15,19,35,0,0,0,0
"2020-12-18","kabwe","Pfizer",20,24,155,0,0,0,0
"2020-12-18","kabwe","Pfizer",25,29,217,0,0,0,0
"2020-12-18","kabwe","Pfizer",30,34,226,0,0,0,0
"2020-12-18","kabwe","Pfizer",35,39,274,0,0,0,0
"2020-12-18","kabwe","Pfizer",40,44,316,0,0,0,0
"2020-12-18","kabwe","Pfizer",45,49,387,0,0,0,0
"2020-12-18","kabwe","Pfizer",50,54,476,0,0,0,0
"2020-12-18","kabwe","Pfizer",55,59,454,0,0,0,0
"2020-12-18","kabwe","Pfizer",60,64,330,0,0,0,0
"2020-12-18","kabwe","Pfizer",65,69,106,0,0,0,0
"2020-12-18","kabwe","Pfizer",70,74,55,0,0,0,0
"2020-12-18","kabwe",NA,60,64,0,0,0,0,0
"2020-12-18","kabwe","Novavax",35,39,0,0,0,0,0
"2020-12-18","kabwe","Novavax",40,44,0,0,0,0,0
"2020-12-18","kabwe","Novavax",45,49,0,0,0,0,0
"2020-12-18","kabwe","Novavax",55,59,0,0,0,0,0
"2020-12-18","kabwe","Novavax",60,64,0,0,0,0,0
"2020-12-18","kabwe","Novavax",65,69,0,0,0,0,0
"2020-12-18","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-18","kabwe",NA,35,39,0,0,0,0,0
"2020-12-18","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-19","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-19","kabwe","Pfizer",15,19,36,0,0,0,0
"2020-12-19","kabwe","Pfizer",20,24,135,0,0,0,0
"2020-12-19","kabwe","Pfizer",25,29,204,0,0,0,0
"2020-12-19","kabwe","Pfizer",30,34,244,0,0,0,0
"2020-12-19","kabwe","Pfizer",35,39,305,0,0,0,0
"2020-12-19","kabwe","Pfizer",40,44,342,0,0,0,0
"2020-12-19","kabwe","Pfizer",45,49,355,0,0,0,0
"2020-12-19","kabwe","Pfizer",50,54,427,0,0,0,0
"2020-12-19","kabwe","Pfizer",55,59,463,0,0,0,0
"2020-12-19","kabwe","Pfizer",60,64,287,0,0,0,0
"2020-12-19","kabwe","Pfizer",65,69,121,0,0,0,0
"2020-12-19","kabwe","Pfizer",70,74,53,0,0,0,0
"2020-12-19","kabwe",NA,50,54,0,0,0,0,0
"2020-12-19","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-20","kabwe","Janssen",20,24,0,0,0,0,0
"2020-12-20","kabwe","Janssen",35,39,0,0,0,0,0
"2020-12-20","kabwe","Janssen",40,44,0,0,0,0,0
"2020-12-20","kabwe","Janssen",45,49,0,0,0,0,0
"2020-12-20","kabwe","Janssen",50,54,0,0,0,0,0
"2020-12-20","kabwe","Janssen",55,59,0,0,0,0,0
"2020-12-20","kabwe","Janssen",60,64,0,0,0,0,0
"2020-12-20","kabwe","Janssen",65,69,0,0,0,0,0
"2020-12-20","kabwe","Pfizer",15,19,38,0,0,0,0
"2020-12-20","kabwe","Pfizer",20,24,160,0,0,0,0
"2020-12-20","kabwe","Pfizer",25,29,253,0,0,0,0
"2020-12-20","kabwe","Pfizer",30,34,338,0,0,0,0
"2020-12-20","kabwe","Pfizer",35,39,357,0,0,0,0
"2020-12-20","kabwe","Pfizer",40,44,397,0,0,0,0
"2020-12-20","kabwe","Pfizer",45,49,420,0,0,0,0
"2020-12-20","kabwe","Pfizer",50,54,535,0,0,0,0
"2020-12-20","kabwe","Pfizer",55,59,536,0,0,0,0
"2020-12-20","kabwe","Pfizer",60,64,385,0,0,0,0
"2020-12-20","kabwe","Pfizer",65,69,140,0,0,0,0
"2020-12-20","kabwe","Pfizer",70,74,63,0,0,0,0
"2020-12-20","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-21","kabwe","Moderna",35,39,0,0,0,0,0
"2020-12-21","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-21","kabwe","Pfizer",15,19,40,0,0,0,0
"2020-12-21","kabwe","Pfizer",20,24,157,0,0,0,0
"2020-12-21","kabwe","Pfizer",25,29,270,0,0,0,0
"2020-12-21","kabwe","Pfizer",30,34,357,0,0,0,0
"2020-12-21","kabwe","Pfizer",35,39,380,0,0,0,0
"2020-12-21","kabwe","Pfizer",40,44,478,0,0,0,0
"2020-12-21","kabwe","Pfizer",45,49,555,0,0,0,0
"2020-12-21","kabwe","Pfizer",50,54,637,0,0,0,0
"2020-12-21","kabwe","Pfizer",55,59,623,0,0,0,0
"2020-12-21","kabwe","Pfizer",60,64,427,0,0,0,0
"2020-12-21","kabwe","Pfizer",65,69,155,0,0,0,0
"2020-12-21","kabwe","Pfizer",70,74,56,0,0,0,0
"2020-12-21","kabwe","Novavax",70,74,0,0,0,0,0
"2020-12-21","kabwe",NA,15,19,0,0,0,0,0
"2020-12-21","kabwe",NA,NA,NA,0,0,0,0,0
"2020-12-22","kabwe","Janssen",20,24,0,0,0,0,0
"2020-12-22","kabwe","Novavax",20,24,0,0,0,0,0
"2020-12-22","kabwe","Novavax",25,29,0,0,0,0,0
"2020-12-22","kabwe","Novavax",30,34,0,0,0,0,0
"2020-12-22","kabwe","Novavax",35,39,0,0,0,0,0
