"region","name","alpha_D","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18","beta19","beta2","beta20","beta21","beta22","beta23","beta24","beta25","beta26","beta27","beta28","beta29","beta3","beta30","beta31","beta32","beta33","beta34","beta35","beta36","beta37","beta38","beta39","beta4","beta40","beta41","beta42","beta5","beta6","beta7","beta8","beta9","mu_D_1","mu_D_2","p_G_D","start_date"
"kabwe","beta27",2.55979778574483e-05,-2.46495901988962e-05,4.01119951082138e-06,6.94647311810662e-06,-3.06482646422044e-05,-1.7232038335299e-05,-1.99785668956415e-06,3.16918412680138e-05,8.10245004454542e-06,1.1973591654408e-05,-2.50771188697714e-05,-1.16259103018069e-05,3.46329731212602e-05,-1.35332964461485e-05,-3.48050093186405e-06,3.96128509869856e-05,-6.38527980947779e-08,-2.09302320456579e-05,1.5718437768665e-05,-7.21596832739477e-05,0.000122529048487186,-9.90888403383914e-05,4.66195246593916e-05,6.19513094606851e-06,-5.82455148655391e-06,7.23760170642281e-05,-1.12190560816898e-05,-5.57111626751616e-05,2.15033371793869e-05,-2.08561078096775e-05,4.68140124213584e-05,6.30164620921821e-05,2.50183892356674e-06,-0.000108316675116362,-6.81931817851229e-07,7.10859413533206e-05,-1.50046486598864e-05,5.66289573299227e-06,8.92779233450797e-07,-4.30061409176331e-05,4.52967021485385e-05,-3.99485350625419e-05,-8.7302993779896e-06,-0.00122480496559435,0.000805779307942841,-6.59628643814105e-05,0.0021260884536289
"kabwe","beta28",4.82789362132311e-06,5.08456638455075e-05,-4.78296170300339e-07,-6.03297175978389e-05,5.84826455005822e-05,-5.33562070927152e-06,4.03595216500879e-05,-2.33401193646659e-05,-2.89648974496162e-05,-2.35476325668265e-05,4.78585740764867e-05,3.0444326334859e-05,-2.33672644200231e-05,4.7332108586833e-05,3.39677687999336e-05,-0.000108964548025027,3.10146417133766e-05,6.73899959821081e-05,-4.89661080912333e-05,0.000109781961883426,-9.90888403383914e-05,0.000247841033523607,-0.000184471507641271,1.24155263932019e-05,-2.42259996979088e-05,-4.09938503190344e-05,6.32023226368554e-05,0.000119308835505849,-5.94682288338211e-05,7.1398691176329e-05,-4.58260038900112e-05,-0.000140503724659822,4.25228038653111e-05,0.000235708454536605,2.02061974276088e-05,-7.28851886857679e-06,-9.46381459909755e-06,4.84776167107002e-05,2.46854660162463e-05,9.73191630175292e-05,-9.88742332735596e-05,2.82467779162016e-05,-1.12103198249285e-05,0.00174987309603218,-0.00114916746413641,-5.96335791246732e-05,-0.00516371454113482
"kabwe","beta29",0.00015520047608118,2.57652262945056e-05,4.57484905651443e-05,-3.54903043905184e-05,-8.02963479557296e-05,5.87857671756821e-05,-1.59199812543771e-05,-3.47967475945399e-06,3.78308567110254e-05,4.82390201080839e-05,-7.08774284734275e-05,1.15991693115865e-05,-5.79738838093119e-05,4.97938266814684e-05,-5.76025080195261e-05,2.16661957138304e-05,3.26129646773055e-05,-4.85089132423883e-05,6.38918937581359e-05,-0.000165814259120968,4.66195246593916e-05,-0.000184471507641271,0.000415838947181713,6.43422540582277e-05,-0.000233783196638247,0.000165802507778364,2.11264007552086e-05,-0.000138637666694944,3.42837251455182e-05,-5.76058187437188e-05,0.000103888106057315,4.34755062341075e-05,-6.28613015704437e-06,-0.000116182606839174,-2.70196665539215e-05,1.09436524495209e-06,-0.000200329331167202,0.000104627627187306,3.42926209111368e-05,-1.09172213340062e-05,-5.39856850362223e-07,-2.13828601889708e-05,3.50040321348474e-05,-0.000640282227797808,-0.000626980616386525,-9.84088997527517e-06,0.0063917989651822
"kabwe","beta3",6.32620919578729e-05,4.81005581886369e-05,3.19826019983013e-06,-4.15636178028019e-05,1.41512696330571e-06,1.35330051422846e-05,1.47444181229849e-05,1.53689044406873e-06,2.23230614353012e-05,3.61771148784889e-07,-3.22348975729404e-05,3.21601991793819e-05,-2.23546396921421e-05,4.21991421576445e-05,9.57223715311753e-06,-5.95470427429817e-05,2.43512593160331e-05,2.15325550446478e-05,-7.70179124241133e-07,-2.32821359986282e-05,6.19513094606851e-06,1.24155263932019e-05,6.43422540582277e-05,9.967310886328e-05,-0.000128054126846063,0.000108249218907293,4.46823872206725e-05,7.3699708851005e-06,-2.35682079812354e-06,-6.60523331846138e-06,3.33863640061323e-05,-1.75393013088603e-05,5.60193557313688e-05,1.37357736174847e-05,-2.06897927754052e-05,-2.75138689706679e-05,-8.79146396926575e-05,5.66961451427023e-05,1.04574093750005e-06,5.51666377122297e-05,-4.48727404064004e-05,-7.88871357905401e-06,6.63941166561993e-06,0.00120199815948071,-0.00107210305028005,-0.000150614061551339,0.00113426193931195
"kabwe","beta30",-0.000184882288308329,-7.28219514496767e-05,-4.97928120265387e-05,8.85198938657973e-05,2.67547332164167e-05,-1.97514130416381e-05,-3.89741599537921e-05,3.49671723010027e-06,-2.59847221463618e-06,-8.54565517290257e-06,-3.51702898614546e-06,-3.13056149475265e-05,5.04273865736855e-05,-0.000143354192383448,6.237117267692e-05,0.000135669680111369,-7.89096888054994e-05,-3.03908429655906e-05,5.4681638499274e-06,7.68842530547289e-05,-5.82455148655391e-06,-2.42259996979088e-05,-0.000233783196638247,-0.000128054126846063,0.000376385128778019,-0.000233395248366038,-0.000118108856417172,5.46215698198711e-05,2.63501538984048e-05,5.22738526175185e-06,-7.76195557189325e-05,4.26935970655684e-05,-2.02087052123515e-05,-3.02621652299951e-05,3.67055496479572e-05,-3.80212084730839e-05,0.000209205662230429,-0.000167664529079379,-7.32198182966431e-05,-7.29955071549823e-05,9.02148771264176e-05,1.97865133904427e-05,-1.14919283559817e-05,-0.00247995929658809,0.00140653458775526,0.000278540547008437,-0.00544383907082579
"kabwe","beta31",0.000111528084006933,3.23596122017241e-05,1.69496299452657e-05,-4.34941777346124e-05,-5.24011537487225e-05,1.13304584219872e-05,2.50776116578303e-05,7.95702268199124e-06,-6.27490624650973e-06,-4.15699154743619e-05,7.39720073576189e-05,3.53549359212754e-05,2.75635257463019e-05,8.43362814745925e-05,-5.1961401636598e-05,-0.000135480093650793,0.000105736029231733,2.75597571635334e-05,-7.22878552711631e-06,-9.41616069194896e-05,7.23760170642281e-05,-4.09938503190344e-05,0.000165802507778364,0.000108249218907293,-0.000233395248366038,0.000347853409955575,-6.03694602356493e-05,-7.89567902379467e-05,6.85044115305334e-05,-4.33450266150976e-05,8.80405104068163e-05,2.90934108625924e-05,1.85271572546117e-05,-1.88369270977484e-05,-3.68531537925779e-05,0.000179077766446364,-0.000147726645912809,0.000198256157670421,2.85254067034913e-05,-2.32882061864476e-05,5.9211147406705e-05,-6.40414042771898e-05,1.70492982806699e-05,0.000718393673868984,-6.80030139315693e-05,-0.000294282668283324,0.0114758797392198
"kabwe","beta32",2.98118101501594e-05,4.15406674841671e-05,2.8538817210201e-05,-3.87249530255147e-05,1.83722313862565e-05,-1.51307346110449e-05,2.59247249399351e-05,-2.98576724024556e-06,-9.90602694552743e-06,2.54192524561662e-05,1.29137940528304e-05,2.16544648617084e-05,-2.94802507371427e-05,3.08384848199966e-05,-2.00777402622638e-05,1.37267572931038e-05,-1.4550069807612e-05,6.60488002907673e-06,9.48871315191631e-06,1.85874773583971e-05,-1.12190560816898e-05,6.32023226368554e-05,2.11264007552086e-05,4.46823872206725e-05,-0.000118108856417172,-6.03694602356493e-05,0.000284785220029945,-0.000106156107888287,-3.69996991348184e-05,8.10732072949465e-05,4.25272133516778e-05,-2.48166137240879e-05,7.29845546725616e-05,3.90335488194397e-05,-4.04879987993883e-05,-2.5778528123993e-05,-0.000103630963168124,-1.75750879399842e-06,7.28555282622283e-05,0.000109454864814894,-9.45360509992306e-05,-2.04019754723866e-06,-2.04868458902506e-05,0.00227273736899211,-0.00130001686621647,-0.000236861957493478,-0.00352158594442539
"kabwe","beta33",5.50855966518612e-05,2.65950712912179e-05,-4.55435553002519e-06,-4.11119173123576e-05,3.65961152711425e-05,4.4573931575526e-05,3.71191357408348e-06,-4.09155803982931e-06,1.72750212941561e-05,2.43008499608518e-05,-0.000159443395348327,5.59588247593598e-05,-3.04385350449064e-05,-2.73208019223806e-06,6.85454469836108e-05,8.12373335443253e-06,-9.19841379936268e-05,6.92955786508453e-05,-1.50777455031791e-05,3.69451944688924e-05,-5.57111626751616e-05,0.000119308835505849,-0.000138637666694944,7.3699708851005e-06,5.46215698198711e-05,-7.89567902379467e-05,-0.000106156107888287,0.00040953632983131,-0.00023201490237673,1.05217865579271e-05,-9.61813849138568e-05,-0.000128420149163205,-2.54188340997713e-05,0.000149565885663957,6.96552648910014e-05,-0.000185964042993554,6.91432993044159e-05,-4.03062814994978e-06,-5.60874324479056e-05,8.39780504867108e-05,-0.000137944970216268,3.58207116559354e-05,-1.19409424607376e-05,-0.00113040090655114,-0.000919153747380751,0.00030692161545021,-0.00802048742920267
"kabwe","beta34",-9.9237999763785e-05,-1.18905060662076e-05,-2.14055253125076e-05,3.59817685211647e-05,-1.71480120195539e-05,-1.84654329139402e-05,-1.00934118904388e-06,-1.90104975293813e-06,-2.23799808016353e-05,-3.62717116976951e-05,0.000124666002003443,-5.05720833201307e-05,3.99692371737459e-05,7.74129802828793e-06,-8.39260723549809e-06,-8.63768853649615e-05,0.000100702381398052,-4.15514882484447e-05,2.0390076010041e-06,2.89228896041832e-05,2.15033371793869e-05,-5.94682288338211e-05,3.42837251455182e-05,-2.35682079812354e-06,2.63501538984048e-05,6.85044115305334e-05,-3.69996991348184e-05,-0.00023201490237673,0.000250794392902085,-5.29809895405553e-05,2.98504060432392e-05,9.05654278427115e-05,6.38276756631002e-05,-0.000114199698544975,-3.72437003273879e-05,0.000165818682389706,-2.43578606136199e-06,-1.37284780288175e-05,3.43427145079965e-06,-9.89631535750673e-05,0.000125160684682324,-1.06320097546828e-05,1.56002147711127e-05,0.000524155833419533,0.00121942690176036,-0.00019071821892832,0.00492970759553847
"kabwe","beta35",-6.01273987939739e-06,-3.19035460894161e-06,2.47169755395991e-06,-1.90164845725653e-05,1.70377601238408e-05,-1.33659344986113e-05,1.26355407202914e-05,-2.96789534779786e-06,-1.03570702330541e-05,1.77852620662153e-05,-1.91591697340149e-05,2.93390520010462e-05,-8.64791886528392e-06,-2.00375343202354e-05,1.90986967708262e-05,6.11173066087886e-06,-1.37932108292429e-06,2.95788243369191e-05,-1.51507270087737e-05,3.06881769662068e-05,-2.08561078096775e-05,7.1398691176329e-05,-5.76058187437188e-05,-6.60523331846138e-06,5.22738526175185e-06,-4.33450266150976e-05,8.10732072949465e-05,1.05217865579271e-05,-5.29809895405553e-05,0.000101947328916742,-1.83526002456415e-05,-4.48913633249733e-05,3.05770498224321e-05,0.000113917488194137,8.57659761010954e-07,4.78007836513908e-07,-5.69741612034357e-05,4.95509174614121e-05,3.44704253054802e-05,6.666589918412e-05,-4.35615443333648e-05,-4.1249532820614e-07,-1.06745081371636e-05,5.49989130366681e-05,-0.00146094149519401,-1.09190435034119e-05,-0.00372095605773816
"kabwe","beta36",6.0572795950205e-05,4.47310902631231e-06,1.46663907430306e-05,-2.15831065228969e-05,-2.00280641832776e-05,9.03352291816953e-06,3.19872057383599e-06,-5.46800432732249e-06,2.4054903003689e-06,3.33039392001338e-06,1.43748635443643e-05,2.46733720935488e-05,6.06646899602997e-06,4.70429173299759e-06,-8.60270578995965e-06,-7.73001746324048e-06,3.15033337525724e-05,-3.22535267701575e-05,2.01008922759738e-05,-6.56613664516955e-05,4.68140124213584e-05,-4.58260038900112e-05,0.000103888106057315,3.33863640061323e-05,-7.76195557189325e-05,8.80405104068163e-05,4.25272133516778e-05,-9.61813849138568e-05,2.98504060432392e-05,-1.83526002456415e-05,9.79896836426054e-05,8.40124503495309e-06,3.54599014741434e-05,-2.32739888319686e-05,-8.17872400856179e-06,7.09969328343995e-06,-5.52725349320215e-05,4.3054924035723e-05,1.48785097743231e-05,-8.61304466074303e-06,1.66716882197389e-05,-3.31769199590446e-05,8.04795086530837e-06,5.78965649474495e-05,-0.000411623177457661,-9.76801856815844e-05,0.0045354137335659
"kabwe","beta37",-7.05042562471289e-05,-4.29031114677885e-05,-6.19250511197148e-06,6.26280227583135e-05,-2.99826286104065e-05,-2.35316887834721e-05,-2.62632732017206e-05,1.68989837560486e-05,3.94873053552471e-06,-6.73863654163716e-06,4.09822882795217e-05,-4.63246533673313e-05,4.18746475573868e-05,-2.14937161155303e-05,-4.75156510844628e-05,4.33779014384951e-05,-6.07991536578381e-06,-3.41935320983818e-05,1.88437297430823e-05,-3.10062244807722e-05,6.30164620921821e-05,-0.000140503724659822,4.34755062341075e-05,-1.75393013088603e-05,4.26935970655684e-05,2.90934108625924e-05,-2.48166137240879e-05,-0.000128420149163205,9.05654278427115e-05,-4.48913633249733e-05,8.40124503495309e-06,0.000165891232724503,-4.02711967467987e-05,-0.00019933240981184,-3.42659788339658e-05,7.26388788982081e-05,5.72701950840296e-05,-6.42646389040597e-05,-8.74518820252489e-06,-9.04564494960643e-05,0.000108939879424161,-2.39690598255605e-05,-9.71761828030536e-06,-0.000819051099313398,0.00154682918193146,-6.28124818085965e-05,0.00442025578134359
"kabwe","beta38",-1.6255993130878e-06,4.61763204479033e-05,-7.67971726661053e-06,-3.78480657168801e-05,1.36627354691618e-05,2.91149023694137e-05,2.17514073720836e-05,-7.80557967960727e-07,-1.11256454779307e-05,7.10838998526495e-06,-3.84176265228161e-05,3.68310036793207e-05,-3.72306367736576e-06,4.44810860702407e-07,7.51051910068505e-05,-9.46283210058044e-05,5.31457432157111e-05,4.24767905043759e-06,6.65046267445126e-06,3.24312702544732e-05,2.50183892356674e-06,4.25228038653111e-05,-6.28613015704437e-06,5.60193557313688e-05,-2.02087052123515e-05,1.85271572546117e-05,7.29845546725616e-05,-2.54188340997713e-05,6.38276756631002e-05,3.05770498224321e-05,3.54599014741434e-05,-4.02711967467987e-05,0.000210801842750898,3.76398004618524e-05,-6.33346028112179e-06,1.74531442134156e-06,-9.52553758457848e-05,2.21511782896568e-05,5.80289874831354e-06,5.24428555666925e-05,-1.02570363286148e-05,-1.67883511849298e-05,-1.58903417506675e-05,0.000405117240465925,-0.00152628689302103,-0.000144507736639274,-0.00110236138636547
"kabwe","beta39",7.27261951456438e-05,3.07237795765092e-05,1.02192333367056e-05,-7.97048001572276e-05,4.67757305225264e-05,2.71029069250489e-05,3.01915008608957e-05,-4.02891001498857e-05,-1.90184378696149e-05,-6.36786988733595e-06,-1.99547526338e-06,7.25837699794944e-05,-4.9502815789318e-05,2.16623896668114e-05,6.05701490856948e-05,-8.142293489161e-05,3.94871245492791e-05,6.71671280275481e-05,-4.29661546681921e-05,5.09565402334319e-05,-0.000108316675116362,0.000235708454536605,-0.000116182606839174,1.37357736174847e-05,-3.02621652299951e-05,-1.88369270977484e-05,3.90335488194397e-05,0.000149565885663957,-0.000114199698544975,0.000113917488194137,-2.32739888319686e-05,-0.00019933240981184,3.76398004618524e-05,0.00039817056281469,3.72536169300953e-05,-3.99061972010701e-05,-0.000105881613935887,0.000162836253974724,3.39931468453022e-05,0.000141356778927617,-0.000110241871103871,2.23159142891004e-05,-1.36610132817838e-05,0.00110388309257827,-0.00290047142232379,1.59026904642744e-06,-0.00543417064149453
"kabwe","beta4",1.89334487945348e-05,-2.01479041685645e-05,-3.79458759566191e-06,-1.37368930284446e-05,1.64928749199722e-05,6.32984908065299e-06,1.83245895686519e-06,-1.04358561852953e-05,4.73440049156039e-06,3.08695946345875e-05,-6.96555944089931e-05,-2.32283657273453e-06,-1.88495484996548e-05,-1.75979667347843e-05,4.27084670518217e-05,1.51519608191753e-05,-1.12349373982768e-05,-3.38286130025149e-06,-2.69403608895091e-06,-6.63265799784596e-06,-6.81931817851229e-07,2.02061974276088e-05,-2.70196665539215e-05,-2.06897927754052e-05,3.67055496479572e-05,-3.68531537925779e-05,-4.04879987993883e-05,6.96552648910014e-05,-3.72437003273879e-05,8.57659761010954e-07,-8.17872400856179e-06,-3.42659788339658e-05,-6.33346028112179e-06,3.72536169300953e-05,4.58656258000477e-05,-5.53572455161142e-05,3.17062424623978e-05,-2.03763243075574e-05,-2.02898588113665e-05,-5.82552607270523e-07,-2.76223162005841e-05,1.00674614938431e-05,-6.70904648665893e-06,-0.00124418982047071,-0.000269518172076982,0.000155059906439636,-0.00284116011978207
"kabwe","beta40",-0.000107904129620752,-7.79748548095415e-06,7.95336895723529e-06,4.37349384644428e-05,-9.04430327793894e-05,-4.31818407885216e-05,1.83989087358112e-05,1.94333288924347e-05,-6.06508811617498e-05,-0.000104507557912503,0.000280304217618966,-1.01183088157139e-05,0.000128818550532169,5.78312690048424e-05,-8.38145111184015e-05,-0.000114615367852044,9.03461791109311e-05,4.91870275718348e-05,-3.88979285084792e-05,3.48531863756641e-05,7.10859413533206e-05,-7.28851886857679e-06,1.09436524495209e-06,-2.75138689706679e-05,-3.80212084730839e-05,0.000179077766446364,-2.5778528123993e-05,-0.000185964042993554,0.000165818682389706,4.78007836513908e-07,7.09969328343995e-06,7.26388788982081e-05,1.74531442134156e-06,-3.99061972010701e-05,-5.53572455161142e-05,0.0006017050499252,-0.000114619766153549,0.000209977071750505,0.000124030551222968,-7.23474328376732e-05,0.000158254158408786,-9.72762119791828e-05,-1.00755952968363e-05,0.00157425736817419,0.00194487857328208,-0.000498358877912316,0.0101390031363909
"kabwe","beta41",-0.000124520484248546,-4.30973935626258e-05,-2.82351175547896e-05,6.91777669877035e-05,4.26742595469036e-05,-3.76018533894048e-05,-2.92895591798434e-05,-1.51214473186096e-05,-8.87865161427479e-06,-3.96156598742725e-06,3.47362423838364e-05,-5.64528407247758e-05,2.19842438685795e-05,-4.59093030448842e-05,7.79767716935559e-06,4.05471035443322e-05,-4.56116977727129e-05,-4.88867464192468e-05,-7.40045632674704e-06,6.37593752288074e-05,-1.50046486598864e-05,-9.46381459909755e-06,-0.000200329331167202,-8.79146396926575e-05,0.000209205662230429,-0.000147726645912809,-0.000103630963168124,6.91432993044159e-05,-2.43578606136199e-06,-5.69741612034357e-05,-5.52725349320215e-05,5.72701950840296e-05,-9.52553758457848e-05,-0.000105881613935887,3.17062424623978e-05,-0.000114619766153549,0.000324540769358429,-0.000210306412036807,-7.97313558075817e-05,-0.000105876779250349,3.89536258540915e-05,4.7377209515345e-05,-9.15239767475192e-06,-0.000857817633571146,0.00208077327563173,0.000205496766559483,-0.00206151563645699
"kabwe","beta42",6.39092781438551e-05,2.92861933958808e-05,2.62400345736113e-05,-4.19202801619065e-05,-6.10471958050142e-05,1.68378160584162e-05,2.45453846190152e-05,-1.09692985783006e-05,-1.57233755567993e-05,-3.22135728151229e-05,7.37006358040832e-05,7.85820179474758e-05,2.28786804439564e-05,6.9689351929205e-05,-5.15361813807171e-05,-0.000119789981354848,8.31718839579499e-05,6.89556169550828e-05,-3.01160074333875e-05,-3.42691850010206e-05,5.66289573299227e-06,4.84776167107002e-05,0.000104627627187306,5.66961451427023e-05,-0.000167664529079379,0.000198256157670421,-1.75750879399842e-06,-4.03062814994978e-06,-1.37284780288175e-05,4.95509174614121e-05,4.3054924035723e-05,-6.42646389040597e-05,2.21511782896568e-05,0.000162836253974724,-2.03763243075574e-05,0.000209977071750505,-0.000210306412036807,0.000328013274741984,8.02757220105476e-05,6.43090209400012e-05,1.08867023404364e-06,-6.08342352367315e-05,6.85876662022665e-06,0.00091348128102486,-0.00172855933727567,-0.000259333798604323,0.00599266486718202
"kabwe","beta5",-3.70866703976892e-06,1.44242091949956e-05,1.791677125869e-05,-1.37373766987702e-05,-1.78750376975367e-05,-1.32934070159389e-05,1.77411059757218e-05,6.90938861803168e-06,-2.40269495957091e-05,-1.15391545927861e-05,6.75788563421711e-05,1.10540062348347e-05,2.42243483421811e-05,2.6256163868344e-05,-3.40181873309945e-05,-2.87570705904825e-05,1.60582484337173e-05,1.96973669693786e-05,-7.3151484101917e-06,8.01330803725431e-06,8.92779233450797e-07,2.46854660162463e-05,3.42926209111368e-05,1.04574093750005e-06,-7.32198182966431e-05,2.85254067034913e-05,7.28555282622283e-05,-5.60874324479056e-05,3.43427145079965e-06,3.44704253054802e-05,1.48785097743231e-05,-8.74518820252489e-06,5.80289874831354e-06,3.39931468453022e-05,-2.02898588113665e-05,0.000124030551222968,-7.97313558075817e-05,8.02757220105476e-05,7.334265452194e-05,1.96638681689991e-05,-1.50951547755075e-05,-2.66997669005349e-05,-3.06513816667544e-07,0.0010598054372885,-0.000415035947264083,-0.000150434400942476,0.00158274852244879
"kabwe","beta6",6.5888908031987e-05,5.06347207582061e-05,1.11378495752263e-05,-5.38844176016447e-05,1.97072539217811e-05,1.9260100009569e-05,1.70669549416193e-05,-6.41538995076974e-06,1.97437623351676e-05,1.79883797294321e-05,-6.97958636847797e-05,5.2917724865631e-05,-5.12846720458159e-05,1.90050531957174e-05,2.71518893907394e-05,-5.94036743636751e-06,-2.09731766791736e-05,4.56177098308332e-05,-7.28453842807224e-06,1.26923866260579e-05,-4.30061409176331e-05,9.73191630175292e-05,-1.09172213340062e-05,5.51666377122297e-05,-7.29955071549823e-05,-2.32882061864476e-05,0.000109454864814894,8.39780504867108e-05,-9.89631535750673e-05,6.666589918412e-05,-8.61304466074303e-06,-9.04564494960643e-05,5.24428555666925e-05,0.000141356778927617,-5.82552607270523e-07,-7.23474328376732e-05,-0.000105876779250349,6.43090209400012e-05,1.96638681689991e-05,0.000134130284618326,-0.000104576726663851,8.15761124969156e-06,-8.52144685057611e-06,0.00109048176662635,-0.00188493593749182,-6.018717414466e-05,-0.00473526738021529
"kabwe","beta7",-7.12519810126435e-05,-4.77793567723808e-05,-1.55098738813362e-05,7.19590673659475e-05,-4.02116525943937e-05,-9.0440815852365e-06,-2.18811765348206e-05,9.73244423997731e-06,-1.67841599687415e-05,-5.53757401875683e-05,0.000112056535930106,-3.32423219719635e-05,6.84520458938368e-05,-2.80551457689074e-05,-3.92430043310893e-05,5.11857159789988e-06,3.69342873696096e-05,-2.90387141110086e-05,2.69549497791025e-06,-1.56634755749077e-05,4.52967021485385e-05,-9.88742332735596e-05,-5.39856850362223e-07,-4.48727404064004e-05,9.02148771264176e-05,5.9211147406705e-05,-9.45360509992306e-05,-0.000137944970216268,0.000125160684682324,-4.35615443333648e-05,1.66716882197389e-05,0.000108939879424161,-1.02570363286148e-05,-0.000110241871103871,-2.76223162005841e-05,0.000158254158408786,3.89536258540915e-05,1.08867023404364e-06,-1.50951547755075e-05,-0.000104576726663851,0.000178416220017413,-4.31395183447076e-05,-7.73473467126468e-06,-0.000764048435649894,0.00179387059276505,-8.5499535758254e-05,0.00801685681616609
"kabwe","beta8",-1.7213310150743e-06,1.50405474345121e-05,-2.46564281517082e-07,-2.39878387823728e-06,2.39268151200803e-05,5.23954540723475e-06,-1.67229558509981e-05,-1.70874263538717e-05,1.6193026494117e-05,1.56444553457175e-05,-3.09743723900897e-05,-1.18966581804034e-05,-6.19799458233002e-05,1.52162419865419e-05,1.36169640718536e-05,-1.27715210123124e-05,4.28209089519191e-06,-1.24320762880536e-05,-9.31386173585239e-08,2.03991209012871e-05,-3.99485350625419e-05,2.82467779162016e-05,-2.13828601889708e-05,-7.88871357905401e-06,1.97865133904427e-05,-6.40414042771898e-05,-2.04019754723866e-06,3.58207116559354e-05,-1.06320097546828e-05,-4.1249532820614e-07,-3.31769199590446e-05,-2.39690598255605e-05,-1.67883511849298e-05,2.23159142891004e-05,1.00674614938431e-05,-9.72762119791828e-05,4.7377209515345e-05,-6.08342352367315e-05,-2.66997669005349e-05,8.15761124969156e-06,-4.31395183447076e-05,6.43290495221508e-05,-3.70146593567554e-06,0.000184906345756304,-9.99919862376123e-05,8.55629210524199e-05,-0.00463517501076658
"kabwe","beta9",4.81625824890543e-06,4.31991215207491e-06,-5.35743629361378e-06,-8.20534955756742e-06,-6.84784196790423e-06,-1.56119081787162e-07,7.3776800922928e-07,8.7116051271063e-06,5.17093332053963e-06,-7.10915627670154e-06,1.48037893768288e-05,3.98441150268476e-06,1.67000255408566e-05,-1.07856560434047e-05,-5.88924217430762e-06,1.28180788588837e-05,-6.25405599666759e-06,1.54074677558653e-06,-6.03225062419486e-07,5.61610526131983e-06,-8.7302993779896e-06,-1.12103198249285e-05,3.50040321348474e-05,6.63941166561993e-06,-1.14919283559817e-05,1.70492982806699e-05,-2.04868458902506e-05,-1.19409424607376e-05,1.56002147711127e-05,-1.06745081371636e-05,8.04795086530837e-06,-9.71761828030536e-06,-1.58903417506675e-05,-1.36610132817838e-05,-6.70904648665893e-06,-1.00755952968363e-05,-9.15239767475192e-06,6.85876662022665e-06,-3.06513816667544e-07,-8.52144685057611e-06,-7.73473467126468e-06,-3.70146593567554e-06,3.91710305767901e-05,0.000272204422036457,-2.71005642759958e-07,1.89755348577879e-05,0.00134711030255603
"kabwe","mu_D_1",-0.000152628763703799,0.00128250446137425,0.000202504631546284,-0.000259627354287719,0.000140232409874252,-0.000294713792472966,0.000270521743298042,-7.94415587646696e-05,-0.000194873326104351,-0.00153955318322801,0.00329659418968367,0.000326780514193215,0.000502654552410908,0.00169323943875578,-0.00100505417461912,-0.00213162101013798,0.000669172588511722,0.000645202800545334,-0.000834120605638638,0.00157635593674622,-0.00122480496559435,0.00174987309603218,-0.000640282227797808,0.00120199815948071,-0.00247995929658809,0.000718393673868984,0.00227273736899211,-0.00113040090655114,0.000524155833419533,5.49989130366681e-05,5.78965649474495e-05,-0.000819051099313398,0.000405117240465925,0.00110388309257827,-0.00124418982047071,0.00157425736817419,-0.000857817633571146,0.00091348128102486,0.0010598054372885,0.00109048176662635,-0.000764048435649894,0.000184906345756304,0.000272204422036457,0.100968878380309,-0.00568580677135263,-0.00805174757649416,0.0669523404770186
"kabwe","mu_D_2",-0.00108544207603874,-0.000526821378406466,-0.000159977977734787,0.00110105210444569,-0.000453416715100329,-0.000389435306499551,-0.000221043776345371,0.000360704474202805,-0.000232002117472005,-0.000871257288997376,0.0019548849619831,-0.0011651729797341,0.00105027567616532,6.41346038314818e-05,-0.00119778572767046,0.000987760810911596,-0.000442895000426767,-0.000349137301852806,0.000121747680593986,0.000151149802083057,0.000805779307942841,-0.00114916746413641,-0.000626980616386525,-0.00107210305028005,0.00140653458775526,-6.80030139315693e-05,-0.00130001686621647,-0.000919153747380751,0.00121942690176036,-0.00146094149519401,-0.000411623177457661,0.00154682918193146,-0.00152628689302103,-0.00290047142232379,-0.000269518172076982,0.00194487857328208,0.00208077327563173,-0.00172855933727567,-0.000415035947264083,-0.00188493593749182,0.00179387059276505,-9.99919862376123e-05,-2.71005642759958e-07,-0.00568580677135263,0.0657488761024288,-0.000352024303285673,0.0660696054053828
"kabwe","p_G_D",2.31868977858338e-05,-0.000104194550639747,-2.58490990602848e-05,1.36296363662156e-05,7.02353899276498e-05,4.87756138503023e-05,-2.48237535784726e-05,-2.60281462944793e-05,2.43970456221501e-05,0.00016756777626103,-0.000394296241016935,-3.36359056167738e-05,-0.000117812802859411,-0.000187210601970117,0.000131027495183341,0.0002733509447752,-0.00016448961592738,-7.31289470569082e-05,8.24149231533446e-05,-7.26282148550634e-05,-6.59628643814105e-05,-5.96335791246732e-05,-9.84088997527517e-06,-0.000150614061551339,0.000278540547008437,-0.000294282668283324,-0.000236861957493478,0.00030692161545021,-0.00019071821892832,-1.09190435034119e-05,-9.76801856815844e-05,-6.28124818085965e-05,-0.000144507736639274,1.59026904642744e-06,0.000155059906439636,-0.000498358877912316,0.000205496766559483,-0.000259333798604323,-0.000150434400942476,-6.018717414466e-05,-8.5499535758254e-05,8.55629210524199e-05,1.89755348577879e-05,-0.00805174757649416,-0.000352024303285673,0.00123524318001405,-0.0142514991171608
