"region","name","alpha_admission","alpha_D","alpha_death_hosp","alpha_H","beta1","beta10","beta11","beta12","beta13","beta14","beta15","beta16","beta17","beta18","beta19","beta2","beta20","beta21","beta22","beta23","beta24","beta25","beta26","beta27","beta28","beta29","beta3","beta30","beta31","beta32","beta33","beta34","beta35","beta36","beta4","beta5","beta6","beta7","beta8","beta9","mu_D","mu_D_2","mu_D_3","mu_D_4","mu_D_5","mu_gamma_H","mu_gamma_H_2","mu_gamma_H_3","mu_gamma_H_4","p_G_D","p_G_D_2","p_H","p_H_2","p_H_D","p_ICU","p_ICU_2","p_ICU_D","p_NC_15_24","p_NC_25_49","p_NC_50_64","p_NC_65_79","p_NC_80_plus","p_NC_weekend_15_24","p_NC_weekend_25_49","p_NC_weekend_50_64","p_NC_weekend_65_79","p_NC_weekend_80_plus","p_W_D","rel_p_D_alpha","rel_p_D_delta","rel_p_D_omicron","rel_p_H_alpha","rel_p_H_delta","rel_p_H_omicron","rel_p_ICU_alpha","rel_p_ICU_delta","rel_p_ICU_omicron","rho_pillar2_tests","seed_date_alpha","seed_date_delta","seed_date_omicron","start_date","ta_alpha","ta_delta","ta_omicron"
"london","beta34",9.26219630801688e-06,3.1893807507721e-06,1.49919035019871e-05,-2.47877432339662e-06,4.08648212330784e-07,-5.39526487534637e-07,5.80207643846982e-07,1.33857062544955e-06,-1.70991078403427e-06,2.3905421838273e-06,-1.77381300773784e-06,1.86044103851786e-07,-2.49179301745881e-07,2.73707717995067e-06,-2.2883918183408e-07,1.19643218562547e-05,-4.05378695831179e-06,6.91741495081366e-08,-5.49179481150881e-07,-5.1754627446941e-06,-5.93641886172927e-07,-3.33571088467025e-06,-2.0551990961372e-06,2.70688749296992e-06,-9.82328378085651e-06,5.79316155754982e-06,-1.68734199452311e-06,-9.79405711211517e-06,3.08840160277054e-06,4.39180516325443e-06,-1.40152270563629e-06,1.37514777480616e-05,-6.42225101604022e-06,2.0252117242926e-05,7.25268154850706e-07,1.25699719246039e-06,-4.8689468424952e-06,1.53034279497404e-06,4.04778672496021e-06,-8.81341308534714e-07,-1.37090984134235e-05,1.74741600435559e-05,8.65891708577488e-05,4.24751449895629e-05,-1.07665173860528e-05,-1.61175838008459e-05,9.43420508037264e-05,-0.000117174316089321,5.26953508095103e-06,2.82253944308265e-05,2.49392872858768e-05,-5.77125481906872e-06,-6.32865971127763e-08,4.00817609019179e-05,-6.31616474894691e-05,-3.81845352385655e-06,-0.00014551773304841,-3.74197023100266e-07,2.85606788915245e-08,-1.22359390931086e-07,-5.32648641550055e-08,-4.6258966356351e-07,1.70537784332478e-07,1.18675176855413e-09,9.3520190505767e-08,3.13987307656743e-08,-7.62735517421918e-07,4.99856324747163e-05,-0.000534991639781477,-3.77310642724625e-05,0.000115637019068792,-0.000136774011239086,6.90232155424965e-05,-3.98747840992299e-05,-6.21952784062867e-06,2.44570501831219e-05,-1.61512467261361e-06,1.13715551133625e-06,6.26729735263394e-05,0.00107809650421808,-0.00263088749295233,0.00110839086582367,9.18986436802324e-06,7.28883251791548e-05,-0.000211891777703945
"london","beta35",1.05378732704704e-05,0.000122857783749962,-4.66537352605122e-06,7.7131606935433e-06,2.1760780431208e-06,5.31387472488696e-06,-3.21446745567209e-06,-5.43961906514561e-06,6.15211582845598e-06,-7.83806035046817e-06,-3.78073049378617e-08,1.12861006273694e-06,-1.91165632435555e-06,4.08391328835292e-06,-3.09605083695754e-06,8.42464950672888e-07,4.20392579636299e-06,5.93605917535357e-06,2.07115394284565e-06,-8.91849516760059e-08,6.71278977388448e-06,3.9208193044684e-06,2.44922480867644e-06,8.15276786803411e-06,9.58349047203442e-06,1.86225328472845e-06,-2.13858578731081e-06,1.02349939658531e-05,3.24604518470716e-06,3.08920341588559e-06,1.64144463605818e-06,-6.42225101604022e-06,1.4848390059598e-05,-1.70594457287218e-05,1.98061937084317e-06,-3.98640934648085e-06,4.01513557757916e-07,6.44779095055502e-06,-1.02825243110629e-05,-5.68601816903205e-06,6.48585163499017e-05,-1.49771690815044e-05,-5.8234195598351e-05,5.3035701550868e-05,8.07771436194554e-05,-6.6246598545636e-05,2.60270470249671e-05,-0.0001379389078736,-5.09153540774727e-05,-2.78364232921401e-05,6.02766952876435e-06,1.16168968820101e-05,7.42390113402764e-05,1.04828086872099e-05,-2.14290923189482e-05,5.3757049722616e-06,2.80608175673726e-05,3.55439293419861e-07,-5.09382933394331e-08,2.77992210742637e-07,3.88745212286834e-07,1.25755215054291e-06,2.24140700870793e-07,1.62193330865941e-07,3.49321041724291e-07,3.88866505962134e-07,1.36599460190584e-06,0.000394756240124821,0.000118737244604121,-0.000126365490581968,-0.000116530750322306,0.000112489832727446,-0.00011668419997092,5.26444231700258e-05,-2.6832654804902e-05,-5.85649784844295e-06,-8.61633391687719e-06,-2.73956528391444e-07,0.00123592819331039,-0.00672818533941348,0.000886056747146266,0.00277218582826135,-4.84573386613164e-06,-0.000164186092467863,8.12609238337949e-05
"london","beta36",3.13736714666509e-05,0.00034894380332814,0.000111704347567737,-1.03293599559751e-05,-5.76567645121329e-06,2.19739337734118e-06,-9.68699532827181e-06,2.87181753926008e-06,-1.49388420141558e-06,-1.3563517226585e-06,-4.81273270537258e-06,-1.55429379459266e-06,-1.65172044600358e-06,4.77804429591098e-06,-5.16669476782284e-06,4.77786619096608e-05,-2.61405079011465e-06,-1.40314560348857e-06,-7.66562486824658e-06,1.26693471290257e-05,-7.37613528222799e-06,-9.41708367938344e-07,-7.77858070242731e-06,5.31607281205243e-06,-1.2322744966858e-05,8.69822986646589e-06,-7.44227435555425e-06,-1.66744085042867e-05,4.50067522474553e-06,5.01896659601044e-06,8.69105116936687e-07,2.0252117242926e-05,-1.70594457287218e-05,6.06343339836117e-05,2.97755413757275e-06,2.33212552698505e-06,-5.33468796695686e-06,1.66028786237794e-06,-4.3091908887932e-06,6.42379512119042e-06,-0.000240408308420997,4.7953094624286e-05,9.58978740745793e-05,6.86511502498036e-05,6.49732052567476e-05,-8.74765720545811e-05,0.000247933069999767,-0.000581588775235347,1.22841894281981e-05,-9.73569931262491e-06,1.16206844852958e-05,2.00326373852413e-05,-0.000101335265688725,-4.16014968699143e-05,-4.98555116428024e-05,5.52684331835891e-05,3.65192974158594e-06,-1.39614338439715e-06,5.55520171985018e-08,-6.25485332550982e-07,-2.91828415884668e-07,2.58481053732895e-07,-5.77383653947274e-07,-1.07490985462141e-06,-2.29605749591174e-07,-6.01242290265064e-07,-1.33519714927652e-06,-0.000641199073387782,-0.000440504802139735,-0.000115288857269873,0.000135227870769941,-4.20824913496678e-05,0.000116088574875348,7.07844207362521e-05,-0.000160408555182738,-4.40591634735238e-05,-3.00781094453303e-05,2.59463961403635e-06,0.00143782779180003,-0.00276392997298846,-0.00484666043828572,-0.00305797087585983,6.41170811840759e-05,-7.50997483013738e-06,-0.000295414932862631
"london","beta4",1.0446117071781e-05,0.000123687447104317,1.73339602663838e-05,1.9959803145962e-06,-4.01713418017933e-07,1.103405101895e-06,-1.15491328008128e-06,-1.88149275439328e-06,2.39997173096969e-06,-2.97168147563264e-06,-1.02253813906789e-06,2.80113097723241e-07,-7.9767678586833e-07,1.90838565431843e-06,-1.16774017128641e-06,1.17820917788291e-05,9.12672417637329e-07,1.7492158810812e-06,3.81915013077264e-07,1.53938829683148e-06,7.09323404131849e-07,1.37364626513859e-06,-7.1569899270258e-07,2.29076419987184e-06,2.8870490567539e-06,8.51503266806835e-07,-2.48928637315305e-06,6.22067249360937e-07,5.1014508391734e-07,2.00736987984958e-06,4.01342545916786e-08,7.25268154850706e-07,1.98061937084317e-06,2.97755413757275e-06,1.84853043884797e-06,-1.53388408779579e-06,-2.7183937109188e-07,2.71334837526519e-06,-4.94547265725213e-06,1.04006968104376e-06,-9.59195281493784e-07,1.17064137389803e-06,-7.04146915850827e-06,4.155820195785e-05,3.62828483520723e-05,-3.13900898336825e-05,4.35827393185326e-05,-0.000121758202761826,-2.60603366328486e-05,-7.75206556409616e-06,2.68981643393156e-06,5.50836346536199e-06,-1.43274557377556e-05,-1.9000862323482e-05,-2.73367733801332e-05,1.60588933863984e-05,2.98334102894608e-05,-1.16761926601633e-07,-3.02681068865081e-08,-1.62299599131389e-07,2.72240034216737e-08,3.28336644535525e-07,-9.87836440110562e-08,-1.84874567442963e-07,1.45025976503473e-07,6.57611103837868e-08,6.46087997753124e-08,3.02813952961186e-05,-3.21078797758822e-05,-7.52808632021929e-05,7.52083404932065e-07,4.04446929160178e-05,2.86902899420108e-05,6.52954433103369e-05,-3.88150356760746e-05,-3.78677894152745e-05,-1.6746232049032e-05,2.02734154295241e-07,8.75955874054065e-05,-0.00214864557943968,-0.000627846337483152,0.000254353779644316,6.0126525592613e-06,-5.3945883308197e-05,-9.93318545229393e-06
"london","beta5",-1.45637612500196e-05,-0.000140005009243547,-9.87222883052644e-06,-3.16755602007132e-06,-1.43251581243133e-06,-1.09148415342731e-06,4.80848624788048e-07,2.61299577638598e-06,-2.91713521534424e-06,4.4430219485211e-06,4.96812049516449e-07,-2.31697769506533e-07,7.7994418853371e-07,-4.54457785246826e-07,3.24976687335624e-07,-4.67881308321693e-06,-7.87309294769021e-07,-1.32480832053835e-06,-1.56613722098367e-06,5.81497864939143e-07,-1.36546351046425e-06,-8.18577556728323e-07,1.88735913426221e-07,-1.96418620189152e-06,-2.31241039621724e-06,-4.22227936042588e-07,1.30086709689443e-06,-1.14017040453153e-06,1.5306730917923e-07,-1.37142042332883e-06,9.00234072720407e-08,1.25699719246039e-06,-3.98640934648085e-06,2.33212552698505e-06,-1.53388408779579e-06,2.73450796375815e-06,-1.01431246116966e-06,-1.44385081905511e-06,4.17346045268411e-06,-6.82109521876349e-08,-6.87560417567332e-07,1.95710384761546e-05,-3.11814421665256e-06,-3.92729064837504e-05,-3.68288185696158e-05,1.57545502624052e-05,-4.97175277021334e-05,0.000129990915990751,2.36822215242266e-05,1.08526944838768e-05,-5.31178855543628e-06,-9.84726157529069e-06,1.14299740207285e-05,1.4777019024152e-05,2.88178328817922e-05,-7.39513469197436e-06,-4.65321128366968e-05,-2.93831358799847e-09,9.60563337934015e-08,3.92176623051833e-08,-6.59885507222034e-08,-8.39042031047508e-07,2.61769384080334e-08,5.64136464658745e-08,-1.33071883214499e-07,-1.39905246617867e-07,-9.55835034193453e-08,-4.23805827348318e-05,-5.33730886298714e-05,5.74577802938812e-05,1.34620527979957e-05,1.46332539358227e-05,-4.97696965377989e-05,-2.86926381459117e-05,-8.79835579807268e-07,3.09510356651472e-05,1.39459590754992e-05,8.66937222068064e-09,-0.000586919999689461,0.00196553560199057,0.000293066168264095,-0.00197387108608977,-9.58784667922335e-06,5.71335556752697e-05,-1.87720423679823e-05
"london","beta6",-2.80626533347423e-05,-0.00018596503274278,-4.62274466096454e-05,-6.95513359466558e-06,4.29184661957906e-07,-1.80755556554119e-07,-2.23278526448613e-06,2.98132704346636e-06,-3.21693538329902e-07,9.26561025537761e-07,1.4740449012166e-06,-8.08910666184355e-08,7.60461797978604e-07,-1.43053219637226e-06,1.30411713586932e-06,-1.56665038356388e-05,1.54000292703201e-06,-1.59456258799682e-06,-1.65163124188783e-06,9.03195847473969e-06,-3.52405126719113e-06,2.91391037479782e-06,-6.8311727488272e-07,-2.20006690038058e-06,4.29923060584706e-06,-4.34245108100021e-06,1.97599815111427e-06,3.80369953846125e-06,-1.69706499597279e-06,-2.62024323113466e-06,1.76991472992134e-06,-4.8689468424952e-06,4.01513557757916e-07,-5.33468796695686e-06,-2.7183937109188e-07,-1.01431246116966e-06,8.15815923613286e-06,-5.71548411819694e-06,1.45214695622183e-06,3.31569504067099e-06,4.28625154009666e-05,6.59540034582647e-05,2.74064940283864e-05,-1.32469756521309e-05,7.47448232565495e-05,3.09234926703979e-06,-0.000155234913231803,0.000149692979266436,-4.42939142561724e-06,-2.42557597024563e-05,-5.56804784973347e-06,-1.85795575528213e-05,-7.11663249554457e-05,-0.000107815189915727,5.74476890534251e-05,-2.71203983038236e-06,7.79765743879554e-05,5.77810045233284e-08,1.35584197356092e-07,2.02170397825813e-07,-2.88568103311184e-07,2.5821833508899e-07,-4.09265484068673e-07,-1.65656570912783e-07,-2.2207764975113e-07,-2.70068019488756e-07,-3.43156121695447e-07,-9.36742130988513e-05,-5.24796721045131e-05,0.000108106016221944,-5.88658760733607e-05,0.000210421875546426,-4.64163880930051e-05,7.24645930945536e-05,4.02416920820744e-05,-4.24955251786917e-05,2.1632923904765e-05,-7.95700046356295e-07,-0.000968784367973031,0.00160833761995097,0.000496892361928878,-0.00150671820130683,-1.03187479500627e-05,7.37189479789143e-06,4.08101431264324e-05
"london","beta7",2.93876811178507e-05,0.000244694967809141,5.44665767459398e-05,9.26991463104424e-06,-1.05953170243717e-06,2.11093827310763e-06,-3.53547510293567e-07,-5.00955742078655e-06,4.32079152980306e-06,-4.50082430656965e-06,-2.99514621233669e-06,9.70561809317693e-07,-2.05203127969132e-06,5.35499584799026e-06,-3.64341511435014e-06,2.36694276625407e-05,2.17310323072509e-06,5.88931523242504e-06,1.4444155375079e-06,-1.39311162625781e-06,4.84123810864214e-06,2.43562714271772e-06,5.88977841960925e-07,6.86772255953384e-06,5.96111712484388e-06,3.98829729385724e-06,-4.91222748939552e-06,3.35646667972805e-06,3.07623307314031e-06,4.82689279823621e-06,-2.78358649157732e-07,1.53034279497404e-06,6.44779095055502e-06,1.66028786237794e-06,2.71334837526519e-06,-1.44385081905511e-06,-5.71548411819694e-06,1.05449482465227e-05,-1.26367705709533e-05,-9.99118980447815e-07,-9.66293183720178e-06,-8.31728593316584e-06,-7.87206149260422e-05,7.38576678373951e-05,2.98933064032307e-05,-4.8616341771403e-05,0.000111330177366745,-0.000205769786067555,-4.69595241579869e-05,-9.33734964090804e-06,4.21763662584605e-06,1.87929712322876e-05,6.53799486945174e-05,2.68909506561478e-05,-5.75919733889553e-05,3.13504315583835e-05,1.71354937338019e-05,-8.01871785645379e-08,-9.2492187771862e-08,-3.09296470458255e-07,2.99901958979287e-07,2.88633040960529e-07,1.10942696266509e-07,-1.33338732901132e-07,4.19223410686455e-07,3.48916378646701e-07,8.39451687396594e-07,0.000240797551207395,3.76807390243206e-06,-0.000168280692156596,-2.44891400584257e-05,3.26015078313795e-05,-3.21966737537004e-05,4.87676034625756e-05,-0.000116414853900814,-1.53462230705294e-05,-3.54174012284421e-05,5.96254822970756e-07,0.000487089774010096,-0.00627423679551101,-0.000397888536925414,0.000856911144872911,2.74669326134325e-06,-0.00013384235282745,9.72797137691722e-06
"london","beta8",-5.03960331213087e-05,-0.000495277800275,-8.30757519230358e-05,-8.91459325257029e-06,2.00443948285416e-06,-1.64005908135563e-06,5.65715773235811e-06,6.48224634838094e-06,-6.83148323416211e-06,9.93577430077712e-06,6.37284468434188e-06,1.78436145217348e-07,3.29117795124067e-06,-3.24863687360543e-06,4.83488135700586e-06,-3.82681556927326e-05,-6.92143955964504e-06,-6.76183350737361e-06,-1.98990952924538e-06,-1.76329059688008e-05,-2.40342841664014e-06,-8.62090921853388e-06,1.80812211252904e-07,-1.11087603503406e-05,-1.57030772197655e-05,-3.77971593835796e-06,8.99632693322906e-06,-9.2913518524844e-06,-3.37240481724873e-06,-4.18130183844014e-06,-1.63615409856726e-06,4.04778672496021e-06,-1.02825243110629e-05,-4.3091908887932e-06,-4.94547265725213e-06,4.17346045268411e-06,1.45214695622183e-06,-1.26367705709533e-05,2.98284486972731e-05,-6.74532923670795e-06,6.16623393520211e-05,-8.71675247363692e-08,0.000164353322087945,-0.000110630668010247,-0.000124669504601149,0.00013808744049931,-8.69279497301912e-05,0.000477778135586403,0.000114736267529902,5.26756420650063e-05,1.09493874078073e-05,-5.13163853870613e-05,7.18302246525e-05,5.88171771120412e-05,-7.83747355821496e-06,-7.97204734718165e-05,-0.000278985962676636,4.29733750103047e-07,1.47665974420872e-07,6.16607127176173e-07,-2.37488087594987e-07,-1.26713236480138e-06,6.41366258507144e-07,9.60543860325708e-07,-2.5169981385336e-07,-1.11809933457072e-07,-6.50036950334411e-07,8.2896121715136e-05,-0.000268737782842725,0.000240282740431724,0.000132214893008211,-0.000304172214533045,7.72424761701042e-05,-0.000314038351693591,0.000285929913226186,1.64074363068056e-05,6.50900165360062e-05,-6.40662421558601e-07,-0.00100573972094633,0.0127087660146459,-0.000334109659806128,-0.000930099931772255,-3.03040845190667e-05,0.00034094334795937,-0.000150903835277512
"london","beta9",8.26130398561701e-06,7.0231973704716e-05,2.86703343041128e-05,-2.11618086759273e-06,-1.09195347593346e-06,-6.3942961148632e-06,2.93354119612548e-06,1.82185183824132e-06,-8.1018542799519e-07,2.4129989815959e-06,-2.80087430883747e-06,-6.2214353475498e-07,8.51957033911865e-07,-3.69080209147645e-06,3.21795782017866e-06,8.41768882407635e-06,9.49773384922534e-08,-2.57768448589168e-06,1.36784674762753e-06,8.61899733865913e-06,-6.1066482585034e-06,2.39171378195349e-06,-2.97292664594132e-06,-4.55654150532142e-06,3.16969086974492e-06,-3.60350140975045e-06,-9.77635822864871e-07,-2.09426741483183e-06,-4.69984309891271e-06,-1.8794512219704e-06,-1.21079990020306e-06,-8.81341308534714e-07,-5.68601816903205e-06,6.42379512119042e-06,1.04006968104376e-06,-6.82109521876349e-08,3.31569504067099e-06,-9.99118980447815e-07,-6.74532923670795e-06,1.30350416484986e-05,-5.19181555409765e-05,4.12544389745975e-05,-2.86174668714988e-05,1.31398396906632e-05,1.90295077497654e-05,1.33911567066025e-05,-7.12676749729242e-05,1.21276546621598e-05,-2.59159197203826e-05,-7.81473463951499e-06,-1.67034964451084e-05,3.28702382945533e-06,-0.000148322359459404,-0.00012430833985039,2.25149685323518e-05,4.20993568878104e-05,0.000197404499008929,-3.72591033529758e-07,-6.94959667378802e-08,-6.69741563949033e-07,-3.73684594842424e-07,-4.67673198404714e-07,-7.65316312087805e-07,-6.27166542295847e-07,-1.33917254616109e-07,-2.46354721196159e-07,-1.16802920027441e-06,-0.000320548573523856,3.15895870634475e-05,9.08298005345352e-05,-5.70470431156596e-06,0.000147991522724844,0.000116115680815767,0.000126330437223763,-0.000108915600317684,-6.38146202330837e-05,-2.0343845434033e-05,-1.60787977128988e-07,-0.00200017312491742,0.00217721167412942,-0.000230638519075276,-0.00139517126058895,4.69722666879395e-06,-4.77745936986815e-06,6.32069037247642e-05
"london","mu_D",-0.000364365222287464,-0.00502274376416489,-0.001097648712672,3.07161278310418e-05,2.57218366083841e-06,-1.06726375916391e-06,6.77452214265801e-05,-1.50705010330001e-06,-1.27280776710997e-06,4.80844240685426e-05,4.07252959199862e-05,2.51976885875199e-05,8.8687450784658e-06,6.4709200419651e-05,1.47750281544657e-06,-4.69622097936049e-05,-2.06284808008107e-06,6.52061400098216e-05,1.02597681954422e-05,-5.32141745317908e-05,5.62989982819507e-05,9.17410941387407e-06,5.44316806279261e-05,-4.07728535800885e-06,0.000119959038399209,-4.65200009136398e-05,7.26929156867192e-06,0.000102142947740675,3.59873345975277e-06,2.64598349359875e-05,-2.56451564487316e-05,-1.37090984134235e-05,6.48585163499017e-05,-0.000240408308420997,-9.59195281493784e-07,-6.87560417567332e-07,4.28625154009666e-05,-9.66293183720178e-06,6.16623393520211e-05,-5.19181555409765e-05,0.00457601728286087,0.00100357017791856,-6.48881723182812e-06,0.000937966903000315,0.000693953441418183,-9.74310657694391e-05,-0.00280869934218185,0.00519838745916808,-0.000844507449459755,0.00048072276154065,0.000417537900133309,-0.00051976207967785,0.00174979589493989,0.000875217301000053,-0.000337164350508555,-0.000478749204506771,-0.0017118907797854,6.40064128848596e-06,2.62094342596391e-06,1.06779668221209e-06,-1.04871112067662e-06,-1.61090848010945e-05,5.3538656712719e-06,5.75032850033863e-06,5.60132808988732e-06,4.52681314789962e-06,1.82561990047984e-06,0.00664550399226394,-0.00926927735582242,-0.000767634767459317,0.000588733983675413,0.00314875952728595,-0.00182769238422251,0.000206386080240053,0.000411235226811891,0.000992772100862482,-2.42978698175826e-06,-1.05104706980531e-05,-0.041193033589997,0.00126342264344782,0.0129259844921241,-0.0118784616217435,-0.000857493911755641,0.000473682686712963,0.000231731605023117
"london","mu_D_2",-0.000546999563182963,-0.00450267173215061,-0.000403331369313914,-0.000110838474887281,-1.81752693683848e-05,8.39707763293421e-06,-2.40425621624327e-05,5.77936175186332e-05,-9.7467389921151e-06,7.06782504097391e-05,4.47009137115313e-06,1.60687556392429e-05,5.64738379503741e-06,7.20672519826289e-05,-2.1485049034199e-05,-0.000137873268822244,2.21952160535134e-05,2.81516584281201e-05,-6.3742767678584e-05,0.000121459306296611,-3.88664808852957e-05,6.40695813348211e-05,-1.42197840718619e-05,5.29812728218478e-06,7.70139594033473e-05,-2.86307338129135e-05,1.00343588817575e-05,5.89342380683691e-05,2.02553019980402e-05,9.28494971661373e-06,2.55848794143488e-05,1.74741600435559e-05,-1.49771690815044e-05,4.7953094624286e-05,1.17064137389803e-06,1.95710384761546e-05,6.59540034582647e-05,-8.31728593316584e-06,-8.71675247363692e-08,4.12544389745975e-05,0.00100357017791856,0.00247281070064962,0.000336171810441808,0.000457155268522751,0.00198663449184902,0.000418597106730212,-0.00258420495063668,0.003734731398979,-6.89928625064359e-05,-0.000458284894457028,9.33223365546596e-05,-0.000559072670946667,0.000375598354131958,-0.00191563095649603,0.000424570900281163,9.00696101955188e-05,-0.000128849290607069,-5.83917000979604e-07,3.822188749238e-06,2.79343023777805e-06,-4.40443514041092e-06,-6.14425441581863e-06,-4.70543346843713e-06,-2.07774812788558e-06,-1.30058490893939e-08,-3.5682594747555e-06,-6.56952075166983e-08,0.00171610214182856,-0.00706758923684374,0.00154350743950014,-0.00101497766081108,0.00415403790775985,-0.00214983644292212,0.000143487276177875,0.000126367464858807,-0.000790943193685537,0.000337908493942246,-4.51736897240388e-06,-0.0302675220233867,0.0067180733641953,-0.0049475312937088,-0.0511105370968821,-0.000473281120459627,0.000373920844333472,-0.000791669415808116
"london","mu_D_3",-0.000211960568698669,-0.00136067219815488,-0.000390976690042099,-8.45062214981923e-05,2.46773734033689e-05,8.92950177333454e-06,4.07338796534584e-06,2.89763199580591e-05,-1.18995153710684e-05,1.58956269772153e-05,2.59019813572594e-05,2.21767146316399e-06,1.14466835786883e-05,-3.369148118209e-06,2.85171120236236e-05,-0.000133823246295685,-5.16130417305558e-05,-3.26901105041411e-05,-1.62852535817643e-05,-8.74408332583425e-05,-2.71232463635125e-05,-4.60502597591287e-05,-2.67629426832234e-05,-2.83640077045059e-05,-0.000127041927070206,1.27816903667907e-05,3.40953340292775e-05,-9.95718914619664e-05,-5.7983701243724e-06,1.19853047553993e-05,-8.34492075746798e-06,8.65891708577488e-05,-5.8234195598351e-05,9.58978740745793e-05,-7.04146915850827e-06,-3.11814421665256e-06,2.74064940283864e-05,-7.87206149260422e-05,0.000164353322087945,-2.86174668714988e-05,-6.48881723182812e-06,0.000336171810441808,0.00219814139937309,6.42907071103722e-05,0.000293261890583383,0.000405485584040449,0.000456819276622386,0.000572532483619462,0.00052126708597339,9.9276021227637e-05,0.000303093471773061,-0.000301089168051386,-0.000205172020198741,-0.000268818879773411,-0.000594553813379238,-0.000371932059327389,-0.00166839033961296,-4.49574660808962e-07,7.57669748096904e-07,4.98275260914943e-06,-2.14451287878102e-06,4.65402766464619e-06,2.03883532543494e-06,3.35980434172659e-06,-4.90478741657292e-07,-1.44475397607682e-06,-9.19647593672705e-06,0.000263845971872823,-0.00573365148287972,0.00119642815449566,0.00101154839292804,-0.00258966526452843,0.00170018029967366,-0.00147336456372802,0.00199181413626629,-0.000594645962061697,0.000297608183341166,1.77906767762098e-06,0.00231216856551561,0.0670450456711496,-0.0250439786918074,0.0116137413881255,6.20540343089025e-05,0.00181017868287833,-0.0021449073139801
"london","mu_D_4",0.000426693065677043,0.00306645566824829,0.000629304101035061,8.63779713233136e-05,1.46598092967129e-05,1.87635978893608e-05,2.66262588909728e-05,-7.0584104061724e-05,6.69540166289513e-05,-7.20544424571305e-05,-1.9946432053435e-05,1.46133869836677e-05,-1.77556152599922e-05,7.08320522670426e-05,-2.89209960759658e-05,0.000323934056076826,5.53287346839643e-06,7.0918454559674e-05,1.83691814683192e-05,-3.54872413735504e-05,3.73316811316944e-05,2.67375439213888e-05,-8.98799634214531e-06,6.00321303655762e-05,6.69480363494716e-05,2.72142571636715e-05,-5.5268325047748e-05,1.57394131496831e-05,7.89845011529494e-06,6.7048655695241e-05,-2.84203512261603e-05,4.24751449895629e-05,5.3035701550868e-05,6.86511502498036e-05,4.155820195785e-05,-3.92729064837504e-05,-1.32469756521309e-05,7.38576678373951e-05,-0.000110630668010247,1.31398396906632e-05,0.000937966903000315,0.000457155268522751,6.42907071103722e-05,0.00198755457342986,0.00192322512672727,2.28119000977567e-05,0.00118664077263594,-0.0025915828543053,-0.000854381752138571,-0.000150984888818179,0.000396141422163838,9.94407080304579e-05,0.00121417723842755,-0.000140063240191577,-0.0013534788185006,0.000279730659946687,0.000574177652118571,-1.93891749468348e-06,-1.97118587819089e-06,-3.60189045417686e-06,1.06616093873313e-06,1.3161808033255e-05,8.56310830120681e-07,-1.90554983299827e-06,7.36086518914145e-06,3.80970223500791e-06,1.64734667291833e-06,0.0020974309970404,-0.00481131175133145,-0.00236487145841872,0.000103101138443129,-0.000348228371493107,0.000917607823021439,-0.000263368375775144,-0.000585305957699943,-0.000480912390764276,-0.000584586485574262,8.18776072277835e-06,-0.00370261694922284,-0.0591144746971907,-0.0142491994512648,0.0359147655841652,-2.83939840357839e-06,-0.00108602220662672,-0.000201568255118314
"london","mu_D_5",-1.87871981570616e-05,0.00109386182825793,0.00032072940014851,-6.98427261610237e-05,3.61086000793076e-05,6.42179233390945e-05,-5.60103287774717e-05,-3.7037968516009e-05,7.57649373372224e-05,-6.10638244894105e-05,-4.67189584644533e-06,1.17661796203647e-05,-1.04020150822693e-05,8.77320911281918e-05,-4.60342259770967e-05,7.11878975905223e-05,5.52959903434906e-05,5.41896159200129e-05,-2.67662607898034e-05,0.000150183834099266,-1.57674072276191e-05,0.000110558866866406,-2.26711961761583e-05,8.7690157758413e-05,0.00012684125121273,1.22197546586955e-05,-3.69030952668948e-05,0.000102062586254419,3.69692301090574e-05,4.24846074331978e-05,2.0415257223474e-05,-1.07665173860528e-05,8.07771436194554e-05,6.49732052567476e-05,3.62828483520723e-05,-3.68288185696158e-05,7.47448232565495e-05,2.98933064032307e-05,-0.000124669504601149,1.90295077497654e-05,0.000693953441418183,0.00198663449184902,0.000293261890583383,0.00192322512672727,0.00479232737691985,0.000318693596540293,-0.000464362228571303,-0.00194187166164896,-0.00076520872964784,-0.000943034833872144,0.000343484820563932,-0.000171028751922441,0.00123204337713056,-0.00212226058453919,-0.000338787427181969,0.000304945817609551,0.00145081216180982,-1.18045412346519e-06,4.34975758911756e-07,6.35450218317754e-06,5.29062884970775e-08,2.60720633668232e-05,-4.47510374875142e-06,-4.8151755013193e-06,4.24814767824825e-06,-3.42439275111195e-06,6.97487874578347e-06,0.000449796568074919,-0.00469680174567489,-0.00174385618944174,-0.00257370032347444,0.00188770123868643,-0.00121443720953216,0.000212193717903084,7.06056153731369e-06,-0.00108299157327283,-9.38465576437069e-05,5.80564576860972e-06,0.000544553643072922,-0.0717897652265904,-0.00658570708037705,0.0271001235774749,-5.08972677381356e-05,-0.00152111345959741,-0.000101292548283303
